20 50 5 20
82.1721 51.4423
42.9921 88.4281
88.7771 58.8026
39.1183 15.4752
76.9114 19.9863
39.6792 40.6955
80.8514 74.8706
75.5077 82.5584
37.7396 78.9963
21.6019 31.8524
79.0407 53.4064
94.9304 8.9951
32.7565 11.1706
67.1264 13.6293
43.8645 67.8652
83.3501 49.5177
76.8854 18.971
16.7254 49.5006
86.198 14.7608
98.9872 5.4974
85.0713 14.6515 1
56.056 18.9072 1
92.9609 4.2652 1
69.6667 63.5198 1
58.2791 28.1867 1
81.5397 53.8597 1
87.9014 69.5163 1
98.8912 49.9116 1
0.052238 53.5801 1
86.5439 44.5183 1
61.2566 12.3932 1
98.995 49.0357 1
52.768 85.2998 1
47.9523 87.3927 1
80.1348 27.0294 1
22.7843 20.8461 1
49.8094 56.498 1
90.0852 64.0312 1
57.4661 41.7029 1
84.5178 20.5976 1
73.864 94.7933 1
58.5987 8.2071 1
24.6735 10.5709 1
66.6416 14.2041 1
8.3483 16.646 1
62.596 62.0959 1
66.0945 57.371 1
72.9752 5.2078 1
89.0752 93.1201 1
98.2303 72.8662 1
76.9029 73.7842 1
58.1446 6.3405 1
92.8313 86.0441 1
58.009 93.4405 1
1.6983 98.4398 1
12.086 85.8939 1
86.2711 78.5559 1
48.4297 51.3377 1
84.4856 17.7602 1
20.9405 39.8589 1
55.2291 13.3931 1
62.9883 3.089 1
3.1991 93.9142 1
61.4713 30.1306 1
36.2411 29.5534 1
4.9533 33.2936 1
48.957 46.7068 1
19.251 64.8198 1
12.3084 2.5228 1
20.5494 84.2207 1
