20 50 5 20
98.5237 74.6105
55.9477 66.2516
93.3592 52.3313
72.0343 25.9894
48.4039 96.1994
63.9031 54.0204
88.7637 3.027
19.8737 69.6314
39.5366 51.9716
99.2175 5.9031
40.2352 89.0036
65.8856 33.0202
90.1348 22.9701
99.5382 11.3949
65.3163 31.0923
10.8436 22.8432
3.6114 65.1997
61.8091 6.616
56.7144 27.5431
96.1965 28.182
88.0066 87.7574 1
44.433 1.4362 1
75.5914 29.4303 1
60.3296 17.9915 1
78.3266 92.6294 1
11.3931 6.818 1
97.8564 58.1093 1
84.8597 63.7151 1
5.0646 65.1269 1
46.6202 86.4622 1
32.5653 5.5953 1
63.0205 81.6855 1
23.0299 52.8922 1
57.9885 69.4351 1
60.3156 21.2405 1
59.9879 54.328 1
44.8428 70.252 1
3.5423 95.6435 1
51.3815 44.4542 1
40.773 8.5398 1
10.8046 5.734 1
45.9876 62.945 1
45.0883 79.6179 1
55.114 69.1191 1
80.5404 34.5308 1
70.085 94.6817 1
87.2236 52.019 1
5.2192 95.3813 1
21.9681 7.3596 1
45.9642 20.7032 1
95.8534 77.5028 1
79.0045 91.4188 1
45.1875 78.2551 1
33.3428 29.5534 1
5.9095 15.1846 1
74.0905 84.7911 1
50.6795 78.4855 1
19.9925 27.0832 1
42.7194 22.7811 1
16.869 32.1023 1
75.1695 82.9562 1
36.8351 82.2182 1
94.1818 57.0683 1
1.7173 57.183 1
82.9056 28.6018 1
62.6591 69.9134 1
53.8747 79.6258 1
65.0508 44.1589 1
72.663 44.6216 1
9.4489 46.5662 1
