20 50 5 20
94.4784 97.5845
71.4472 55.5444
67.922 84.6304
95.9381 40.8063
77.5334 46.2018
60.7727 82.6307
94.8002 99.1203
5.9642 52.3948
26.8712 92.5437
98.668 73.9022
77.2207 56.743
47.5354 96.8778
68.09 82.4499
41.6935 95.9609
38.0149 64.6346
21.327 37.9573
38.2938 47.6575
2.9668 91.189
47.2321 1.4854
33.3373 15.6694
47.1568 47.9404 1
54.2992 89.8548 1
5.9691 93.4709 1
65.803 81.7887 1
88.9635 70.8909 1
10.9633 74.3221 1
43.7773 89.971 1
28.023 6.524 1
98.5246 33.5911 1
60.8759 0.43351 1
25.3749 82.8096 1
13.2615 50.7435 1
54.5005 36.6162 1
82.7804 22.664 1
83.7006 53.4832 1
83.3349 28.9485 1
20.3715 6.8371 1
54.4418 8.4971 1
87.4943 6.8339 1
12.1 40.9816 1
85.6351 12.3381 1
89.9776 44.3017 1
21.7865 89.894 1
7.6979 35.3639 1
47.4215 12.0178 1
83.5027 56.9111 1
46.9394 87.5033 1
41.377 34.8575 1
50.2746 4.1921 1
12.544 14.234 1
13.2285 7.6593 1
87.0475 74.0527 1
60.295 45.6525 1
26.5302 66.8249 1
86.4803 69.9246 1
5.8109 57.1357 1
45.7754 62.8693 1
72.221 87.7764 1
33.8999 66.2352 1
40.122 87.5414 1
52.698 46.7517 1
89.4236 14.1336 1
77.8361 6.8134 1
6.9368 71.4242 1
27.8785 30.7986 1
37.937 67.1164 1
86.4673 65.2421 1
41.996 53.1049 1
23.9877 71.5107 1
59.7655 50.4811 1
