50 100 10 15
89.5566 24.0382
26.6862 96.1277
6.8555 92.3551
31.3601 27.4247
78.918 22.3279
49.834 25.2124
43.7033 24.6993
16.8406 23.9576
26.4563 42.8251
68.3882 82.5926
81.6637 61.7186
70.5521 19.3874
57.6539 80.8081
99.4062 98.5634
46.1193 14.8602
49.3353 85.3031
27.396 23.8602
65.5103 41.6941
40.7057 32.24
29.9963 43.4039
60.5436 32.7424
79.1173 9.8969
97.0894 67.1174
77.3384 4.9359
59.9982 20.0996
44.9069 49.9137
15.3473 27.5419
21.1233 41.9604
70.0349 59.6993
95.6182 4.9145
63.5469 88.6679
89.1271 85.8299
21.6285 8.5062
68.3544 17.7417
31.5059 1.3399
2.5387 58.9985
82.0249 70.7862
43.2669 75.8923
8.8707 21.3971
93.5084 96.6167
39.0777 48.4389
58.7932 6.2468
23.9836 17.8459
65.3565 33.8263
36.6532 88.0482
48.125 4.2721
40.1686 35.5407
33.3798 64.0739
26.7585 82.7884
76.7843 4.4623
79.0826 93.5637 1
5.1151 32.531 1
29.6426 74.5991 1
27.2142 87.2898 1
91.3454 43.3286 1
60.5467 52.156 1
50.2217 65.2659 1
73.66 46.9011 1
11.2123 18.3299 1
88.449 22.6002 1
52.9551 41.1955 1
0.54939 1.5292 1
16.2868 75.067 1
26.2326 6.2123 1
3.887 43.1684 1
68.2064 54.2779 1
2.8196 61.0149 1
49.9949 43.6234 1
48.0695 8.1069 1
27.8529 28.3957 1
59.0492 7.3227 1
28.7416 72.9978 1
91.9946 34.6375 1
0.60638 65.2205 1
56.453 48.1757 1
36.8692 38.2594 1
37.1361 32.6886 1
2.1194 10.304 1
68.7251 37.0412 1
55.4564 37.7442 1
76.5436 48.1798 1
79.1339 79.562 1
24.6561 69.1394 1
19.9807 84.979 1
36.6939 51.2283 1
71.9572 85.5033 1
12.5365 46.5442 1
42.9894 26.4849 1
1.6353 62.9484 1
7.102 56.2734 1
71.0306 54.1156 1
80.2948 39.3311 1
91.0197 42.0462 1
91.2124 13.7122 1
62.9536 29.2178 1
13.1494 0.73232 1
6.2137 93.2701 1
77.7544 60.9259 1
74.215 89.1846 1
62.5929 42.0825 1
72.9097 40.0181 1
20.3014 55.3934 1
79.4995 59.6259 1
97.4571 50.6279 1
42.0144 58.721 1
24.5721 13.2822 1
48.0122 76.1598 1
66.8972 65.1143 1
85.2376 35.109 1
94.5323 31.2596 1
12.8732 27.4251 1
69.6645 14.9531 1
8.0084 33.4346 1
10.3563 83.3034 1
13.1198 23.3576 1
51.5055 6.9241 1
48.1781 49.4727 1
44.5883 12.2151 1
79.8177 40.2621 1
52.8938 9.1214 1
66.8844 72.0548 1
48.3338 34.2343 1
33.2687 56.6305 1
25.8802 65.4512 1
97.3703 65.2501 1
26.436 70.0857 1
78.9941 30.1104 1
49.7069 8.5464 1
32.0785 63.3436 1
61.6283 26.6435 1
0.68941 89.4252 1
6.2934 30.0269 1
92.0025 71.5057 1
90.6164 33.0352 1
83.1537 36.4873 1
91.3675 59.2348 1
67.9158 90.5185 1
77.7059 26.4529 1
69.3668 94.9826 1
19.8856 73.8729 1
45.2388 0.44611 1
78.8887 85.0737 1
0.19245 69.5572 1
55.5578 56.2432 1
43.3248 33.7716 1
5.8416 33.2799 1
44.196 7.7323 1
83.9594 45.8301 1
61.8257 65.719 1
74.1594 57.1954 1
