20 50 5 20
27.9039 28.2205
67.5375 97.5958
90.3665 3.6426
90.8526 32.6245
74.7197 97.3014
26.0512 36.5033
68.9638 30.915
13.1831 12.0912
12.3501 91.5766
19.0903 13.5478
14.5732 33.2118
58.5044 89.748
7.3362 49.9649
82.2326 61.5288
72.2903 58.3133
92.5858 69.8254
49.2639 2.9332
65.4883 52.7883
89.0123 3.2073
53.8526 82.7142
33.9986 25.0085 1
84.6711 92.7673 1
24.607 6.8582 1
58.1491 29.94 1
93.7677 59.1584 1
4.7787 20.3299 1
5.3978 63.5883 1
2.0618 79.837 1
68.1479 50.1701 1
59.8629 65.0812 1
11.403 79.5955 1
79.6245 23.3374 1
61.7851 60.0839 1
7.0214 11.2462 1
6.9279 51.5766 1
13.6007 83.7841 1
78.8891 92.079 1
9.2398 49.8228 1
23.7869 27.7611 1
24.3648 65.252 1
10.4822 91.7299 1
85.8353 50.9839 1
69.82 97.4191 1
73.3742 19.7279 1
65.0531 11.1185 1
51.6271 29.7354 1
32.6388 39.6419 1
66.1776 42.0756 1
11.7565 31.1475 1
14.7817 69.3843 1
1.9765 9.1872 1
96.4292 40.2089 1
97.0373 29.5181 1
12.3861 30.6497 1
46.741 10.5561 1
65.6694 59.3828 1
29.0186 28.2728 1
75.4537 15.5222 1
55.8118 0.065867 1
42.7793 28.3595 1
26.7194 55.0811 1
75.3736 87.0902 1
89.8376 4.2253 1
72.8444 90.4722 1
40.683 13.0974 1
93.8316 83.3729 1
25.5427 80.0468 1
53.3163 91.788 1
95.4755 13.7304 1
26.7748 50.4732 1
