20 50 5 20
50.3888 94.3732
64.681 54.9158
30.7746 72.8387
13.8725 57.6758
47.5573 2.5857
36.2459 44.6531
78.8113 64.6302
78.0296 52.1203
66.8512 37.2313
13.3504 93.7135
2.1556 82.9533
55.9841 84.9085
30.0819 37.2534
93.941 59.3185
98.0904 87.2553
28.662 93.3502
80.082 66.8464
89.6111 20.6776
59.7527 65.3851
88.4017 7.2052
40.6727 11.7037 1
66.6932 81.4682 1
93.3726 32.4855 1
81.095 24.6228 1
48.4548 34.2713 1
75.6749 37.5692 1
41.7047 54.6554 1
97.1786 56.192 1
98.7975 39.5822 1
86.4148 39.8131 1
38.8884 51.5367 1
45.4742 65.7531 1
24.6687 95.0915 1
78.4423 72.2349 1
88.2838 40.008 1
91.3712 83.1871 1
55.8285 13.4338 1
59.8868 6.0467 1
14.8877 8.4247 1
89.9713 16.3898 1
45.0394 32.422 1
20.5672 30.1727 1
89.9651 1.1681 1
76.2586 53.9905 1
88.2486 9.5373 1
28.495 14.6515 1
67.3226 63.1141 1
66.428 85.932 1
12.2815 97.4222 1
40.7318 57.0838 1
27.5287 99.685 1
71.667 55.3542 1
28.3384 51.5458 1
89.6199 33.0682 1
82.6579 43.0002 1
39.0027 49.1806 1
49.7903 7.1037 1
69.4805 88.7739 1
83.4369 6.4634 1
60.963 43.6185 1
57.4737 82.663 1
32.6042 39.4535 1
45.6425 61.3475 1
71.3796 81.8641 1
88.4405 88.6235 1
72.0856 93.1112 1
1.8613 19.0785 1
67.4776 25.8582 1
43.8509 89.7866 1
43.782 59.3362 1
