20 50 5 20
53.8601 74.8509
99.1704 54.3299
75.522 33.8132
98.0455 83.2334
23.4783 55.2572
52.8559 95.7543
5.1436 89.2833
75.6875 35.6504
60.198 54.6402
85.7169 34.6682
98.8277 62.2803
92.9484 79.6625
40.9515 74.5875
0.034146 12.5536
54.0878 82.2394
20.7731 2.5151
21.9284 41.4429
32.5806 73.1407
9.5949 78.1374
74.7534 36.7286
74.4868 39.9075 1
89.2267 59.9438 1
24.2603 80.0523 1
12.9597 10.5069 1
22.5068 82.1442 1
35.0014 84.1086 1
28.7085 35.4506 1
92.7488 43.0069 1
5.1314 57.2239 1
59.2667 70.0825 1
16.2899 74.247 1
83.8406 75.7884 1
16.7561 38.9129 1
50.2201 42.9302 1
99.9329 95.6345 1
35.5407 57.2971 1
4.7078 84.9722 1
21.3661 27.6345 1
39.7839 62.2324 1
33.3668 58.8362 1
22.9603 96.3468 1
93.612 8.5903 1
68.3189 50.0499 1
96.2114 52.159 1
43.7973 9.0166 1
94.0337 90.4666 1
0.58343 88.4389 1
61.0307 43.899 1
80.1076 78.1723 1
23.2982 14.8465 1
93.2469 61.9816 1
76.3263 26.0624 1
82.645 44.5656 1
57.3464 84.4 1
79.2582 19.6205 1
32.9041 30.3852 1
22.3462 48.3295 1
31.2386 33.7812 1
58.4523 79.8486 1
82.9914 98.7488 1
29.0462 15.9048 1
40.2554 23.688 1
86.2057 70.2237 1
61.474 37.5472 1
99.1188 97.3705 1
20.3699 97.2306 1
82.7209 64.3698 1
67.5862 86.0099 1
24.8949 40.1883 1
47.5786 63.1931 1
