20 50 5 20
10.7889 50.1283
18.2228 43.1721
9.9095 99.756
48.9764 81.1603
19.3245 48.5652
89.5892 89.4448
9.909 13.7547
4.4166 39.0005
55.7295 92.7356
77.2495 91.7494
31.194 71.3574
17.8982 61.8337
33.8956 34.3288
21.0146 93.6027
51.0153 12.4774
90.6364 73.0585
62.8924 64.6477
10.1534 83.3152
39.0855 39.8282
5.4617 74.9822
83.5221 58.644 1
32.246 67.5112 1
55.2262 36.1022 1
97.9129 62.0278 1
54.9309 81.1151 1
33.0424 1.9257 1
61.9472 8.3874 1
36.0637 97.4802 1
75.651 65.135 1
41.3901 23.1238 1
49.2345 40.3491 1
69.4743 12.2021 1
97.2734 26.8439 1
32.7755 25.7846 1
83.7803 33.1665 1
73.9072 15.2234 1
95.4174 34.8008 1
3.1923 12.1658 1
35.6869 88.4153 1
66.2654 9.4278 1
28.1502 93.0041 1
23.0383 39.902 1
71.1129 4.7401 1
62.4573 34.2374 1
59.0609 73.5966 1
66.0438 79.4682 1
4.7555 54.4906 1
34.8785 68.6223 1
45.1341 89.3633 1
24.0905 5.4792 1
71.5045 30.3661 1
85.6182 4.6192 1
28.1508 19.5477 1
73.1051 72.0166 1
13.7763 72.1753 1
83.6723 87.7799 1
13.8602 58.2433 1
58.8209 7.0684 1
36.6157 92.2745 1
80.676 80.0372 1
50.3781 28.5947 1
48.9594 54.3663 1
87.7049 98.4776 1
35.3142 71.5678 1
44.9444 83.897 1
96.353 43.3261 1
4.2298 47.0625 1
97.2958 56.0713 1
18.9207 26.9092 1
66.712 74.9018 1
