20 50 5 20
3.0541 5.9619
74.4074 68.1972
50.0022 4.2431
47.9922 7.1445
90.4722 52.165
60.9867 9.673
61.7666 81.8149
85.9442 81.7547
80.5489 72.244
57.6722 14.9865
18.2922 65.9605
23.9932 51.8595
88.6512 97.2975
2.8674 64.8991
48.9901 80.0331
16.7927 45.3798
97.8681 43.2392
71.2694 82.5314
50.0472 8.347
47.1088 13.3171
17.3389 64.4765 1
39.0938 37.6272 1
83.138 19.0924 1
80.3364 42.8253 1
6.0471 48.2022 1
39.9258 12.0612 1
52.6876 58.9507 1
41.6799 22.6188 1
65.686 38.4619 1
62.7973 58.2986 1
29.1984 25.1806 1
43.1651 29.0441 1
1.5487 61.7091 1
98.4064 26.5281 1
16.7168 82.4376 1
10.6216 98.2663 1
37.241 73.0249 1
19.8118 34.3877 1
48.9688 58.4069 1
33.9493 10.7769 1
95.163 90.6308 1
92.0332 87.9654 1
5.2677 81.7761 1
73.7858 26.0728 1
26.9119 59.4356 1
42.2836 2.2513 1
54.7871 42.5259 1
94.2737 31.2719 1
41.7744 16.1485 1
98.3052 17.8766 1
30.1455 42.2886 1
70.1099 9.4229 1
66.6339 59.8524 1
53.9126 47.0924 1
69.8106 69.5949 1
66.6528 69.9888 1
17.8132 63.8531 1
12.8014 3.3604 1
99.908 6.8806 1
17.1121 31.96 1
3.2601 53.0864 1
56.12 65.4446 1
88.1867 40.7619 1
66.9175 81.9981 1
19.0433 71.8359 1
36.8917 96.8649 1
46.0726 53.1334 1
98.1638 32.5146 1
15.6405 10.5629 1
85.5523 61.0959 1
