20 50 5 20
48.7999 38.9587
49.7838 77.5305
93.5976 17.9369
38.9282 10.9361
11.7145 90.5158
24.0424 87.6351
68.4908 99.9793
83.9254 86.4255
97.0145 3.6878
21.517 54.4682
76.0343 99.7616
58.4103 51.1008
40.2952 87.3512
51.004 7.0221
49.5644 98.7539
65.1368 92.2713
74.3706 56.4261
30.1953 43.1462
8.9612 33.7845
82.5965 72.0723
1.3656 37.9724 1
37.406 90.4406 1
92.2685 68.0352 1
54.648 37.8823 1
47.3887 63.1955 1
49.6537 24.327 1
30.8971 57.1413 1
95.0838 98.1729 1
98.1993 84.9682 1
51.3563 28.3444 1
99.259 68.2458 1
45.5844 35.8125 1
42.6041 98.6927 1
21.3215 8.3986 1
19.3249 25.0306 1
83.2754 81.1347 1
72.6637 8.4423 1
52.9746 53.1254 1
82.9081 80.0623 1
51.1874 73.8823 1
55.1962 14.1663 1
21.3285 43.7894 1
58.7821 35.038 1
14.2763 47.8497 1
5.2224 58.7403 1
68.3308 14.5806 1
60.8559 90.5331 1
21.9656 64.0194 1
40.628 16.294 1
62.9908 56.5911 1
55.5308 93.1616 1
12.7579 78.3102 1
16.9198 68.5687 1
0.099942 46.6219 1
41.8162 26.0318 1
48.8486 56.9268 1
15.9869 24.8771 1
66.6839 31.9302 1
1.792 91.0802 1
11.9675 88.522 1
95.2125 79.4589 1
97.5854 92.581 1
3.0915 17.884 1
49.3882 51.7541 1
86.2722 62.7005 1
24.2876 91.3182 1
83.427 66.3968 1
81.3591 38.9193 1
62.8973 74.0008 1
0.22382 81.7635 1
