20 50 5 20
11.2284 67.3295
78.4428 42.9564
29.157 45.1739
60.3533 60.9857
96.4423 5.9403
43.2485 31.5811
69.4752 77.2722
75.8099 69.6433
43.2642 12.5332
65.5498 13.0151
10.9755 9.2352
93.376 0.78203
18.7461 42.3109
26.6179 65.5573
79.783 72.2923
48.7604 53.1209
76.8958 10.8818
39.6007 63.1766
27.2939 12.65
3.7235 13.4303
9.8594 12.4873 1
14.2027 2.4434 1
16.8251 29.0185 1
19.6249 31.7521 1
31.748 65.369 1
31.6429 95.6936 1
21.7563 93.5731 1
25.1042 45.7886 1
89.2922 24.0478 1
70.3223 76.3898 1
55.5738 75.9327 1
18.4434 74.0648 1
21.2031 74.3688 1
7.7347 10.592 1
91.38 68.156 1
70.6715 46.3261 1
55.7789 21.2163 1
31.3429 9.8519 1
16.6204 82.3574 1
62.2497 17.501 1
98.7935 16.357 1
17.0432 66.5987 1
25.7792 89.4389 1
39.6799 51.6558 1
7.3995 70.2702 1
68.4096 15.359 1
40.2388 95.3457 1
98.2835 54.0884 1
40.2184 67.9734 1
62.0672 3.6563 1
15.437 80.9204 1
38.1345 74.8619 1
16.1134 12.0187 1
75.8112 52.5045 1
87.1111 32.5834 1
35.0777 54.6449 1
68.5536 39.8881 1
29.4149 41.5093 1
53.0629 18.0738 1
83.2423 25.5387 1
59.749 2.0536 1
33.5311 92.3676 1
29.9225 65.37 1
45.2593 93.2614 1
42.2646 16.3512 1
35.9606 92.1097 1
55.8319 79.4658 1
74.2545 57.7394 1
42.4335 44.0036 1
42.9356 25.7614 1
