20 50 5 20
92.6169 43.7418
29.8499 74.6185
33.8085 46.791
85.948 86.0827
34.0478 46.6512
13.812 49.8104
50.7799 48.7431
85.6656 22.9469
38.4314 8.5552
69.5691 6.7383
62.7904 88.8391
45.0388 23.3168
47.3618 86.1596
94.9706 71.1735
8.3498 87.2813
27.9829 93.8002
44.7007 13.9689
58.7571 39.39
87.7634 98.0563
46.9101 64.4794
89.641 65.3457 1
48.223 48.9655 1
1.4093 97.2852 1
62.288 74.849 1
23.1095 56.7841 1
52.7434 29.8964 1
72.4992 25.611 1
60.7416 88.6564 1
58.8366 44.6801 1
43.3435 81.5987 1
24.4173 9.8337 1
42.896 85.9593 1
1.0177 2.7629 1
60.8821 89.9156 1
95.7975 89.9936 1
9.5447 52.4106 1
3.5591 12.02 1
88.6235 17.7794 1
24.6941 70.6108 1
0.89151 83.136 1
81.492 3.4834 1
14.0499 75.7839 1
87.9866 95.7112 1
9.5377 34.2871 1
35.256 63.8244 1
59.3421 34.3006 1
58.5182 21.6471 1
66.7682 78.6201 1
64.8027 72.309 1
43.3369 27.8839 1
13.9759 58.2431 1
75.193 42.1006 1
24.1787 9.2069 1
65.0459 2.4027 1
85.7374 49.1146 1
8.437 27.8267 1
97.2089 33.9757 1
3.146 28.735 1
83.5405 17.0903 1
83.5713 39.9263 1
4.9858 69.765 1
54.5886 20.3676 1
94.317 66.6326 1
32.1473 44.3066 1
80.6467 43.3295 1
60.1399 17.5239 1
78.962 19.3202 1
79.9185 61.6421 1
4.9565 26.9011 1
28.3199 55.9678 1
