50 100 10 15
0.90175 36.9639
70.3805 17.0767
78.0892 82.3165
56.484 58.7057
2.3295 96.1612
0.75639 48.9129
98.8969 25.3523
20.1647 67.8224
82.3338 91.4492
36.095 61.7075
46.1253 32.2499
11.0045 49.0512
78.1262 40.7455
45.3444 8.394
29.7102 59.196
35.84 87.9015
48.2436 55.3308
43.1225 29.9471
69.8823 89.7008
67.5066 79.4306
0.6871 77.5812
7.899 59.8968
46.0627 55.7221
77.7536 29.9708
81.6764 54.7657
63.1388 99.183
36.4876 48.3413
88.7498 68.4774
25.0927 48.0017
6.6119 74.6521
72.7151 21.1422
76.6798 24.8487
89.8326 9.7839
76.6825 70.867
94.6883 85.5746
53.5733 78.9034
95.9781 74.2843
97.8188 10.4522
52.21 52.0875
84.536 84.6632
89.8027 84.3613
93.1229 37.7747
45.764 27.2095
75.9162 12.5304
93.8796 69.1353
81.0701 55.5131
93.0392 0.84742
44.6957 41.6032
83.3886 43.9118
98.7781 78.4361
82.9997 80.7975 1
58.9606 36.0818 1
14.2074 97.1003 1
59.3313 55.5517 1
72.6193 76.982 1
42.838 68.0121 1
21.0792 20.52 1
26.5384 83.4623 1
99.3184 86.5467 1
48.0756 4.1521 1
82.775 61.4193 1
60.3238 27.328 1
81.7842 74.6707 1
95.5547 48.7872 1
65.0378 79.2375 1
62.7647 52.4463 1
64.6563 59.7512 1
6.2133 22.003 1
93.8197 36.4019 1
89.8716 29.7242 1
69.4859 85.1617 1
31.0406 97.369 1
34.3546 62.3622 1
7.6229 89.2279 1
51.9837 98.0903 1
60.8777 64.6979 1
72.716 79.8819 1
0.0073934 40.4874 1
16.9766 48.2364 1
46.3291 6.3892 1
36.1852 80.2929 1
95.2066 35.1071 1
93.2193 84.9272 1
95.8069 99.1807 1
20.6538 48.4324 1
15.9701 35.6365 1
57.1761 5.4371 1
59.2919 91.4077 1
69.8611 70.4969 1
30.5813 43.8084 1
39.3851 96.8109 1
33.6886 72.3821 1
12.8993 65.6803 1
8.6936 51.4772 1
54.8943 87.7056 1
31.7733 6.0174 1
99.2748 47.1478 1
72.3565 31.1017 1
57.2101 19.4693 1
71.7227 15.105 1
97.6559 90.142 1
42.6991 7.0658 1
91.3014 95.8388 1
89.7311 69.989 1
83.5229 1.201 1
4.7958 0.48804 1
35.9281 85.3291 1
29.5754 46.7288 1
62.9126 83.6719 1
13.6184 22.0625 1
37.4046 80.5961 1
86.4782 24.8579 1
25.0274 99.8273 1
2.9506 93.7898 1
99.9449 55.3956 1
60.5143 91.2697 1
24.4195 63.549 1
43.8195 78.0096 1
73.5094 56.7218 1
55.7989 19.1762 1
43.8339 90.6248 1
60.3542 51.4856 1
18.0999 99.8976 1
80.8786 37.7329 1
81.9058 20.6112 1
48.7236 72.9947 1
75.505 31.3436 1
40.4373 11.7581 1
72.5676 88.8606 1
15.4009 69.3123 1
50.9073 93.99 1
66.8036 41.7167 1
15.2576 81.5771 1
6.2696 80.4843 1
33.7115 36.0404 1
44.5944 91.3814 1
75.7648 28.8316 1
13.0534 16.5002 1
90.1512 45.5863 1
22.0338 24.2817 1
37.8551 0.19221 1
42.2756 61.5343 1
97.2686 66.1228 1
17.7016 66.0336 1
88.2277 68.0475 1
55.1257 85.065 1
32.1492 3.7314 1
89.9846 68.0775 1
54.2112 57.1138 1
46.2889 69.0215 1
