50 100 10 15
81.4724 27.6025
90.5792 67.9703
12.6987 65.5098
91.3376 16.2612
63.2359 11.8998
9.754 49.8364
27.8498 95.9744
54.6882 34.0386
95.7507 58.5268
96.4889 22.3812
15.7613 75.1267
97.0593 25.5095
95.7167 50.5957
48.5376 69.9077
80.028 89.0903
14.1886 95.9291
42.1761 54.7216
91.5736 13.8624
79.2207 14.9294
95.9492 25.7508
65.5741 84.0717
3.5712 25.4282
84.9129 81.4285
93.3993 24.3525
67.8735 92.9264
75.774 34.9984
74.3132 19.6595
39.2227 25.1084
65.5478 61.6045
17.1187 47.3289
70.6046 35.166
3.1833 83.0829
27.6923 58.5264
4.6171 54.9724
9.7132 91.7194
82.3458 28.5839
69.4829 75.72
31.7099 75.3729
95.0222 38.0446
3.4446 56.7822
43.8744 7.5854
38.1558 5.395
76.5517 53.0798
79.52 77.9167
18.6873 93.4011
48.9764 12.9906
44.5586 56.8824
64.6313 46.9391
70.9365 1.1902
75.4687 33.7123
16.2182 64.4318 1
79.4285 37.8609 1
31.1215 81.158 1
52.8533 53.2826 1
16.5649 35.0727 1
60.1982 93.9002 1
26.2971 87.5943 1
65.4079 55.0156 1
68.9215 62.2475 1
74.8152 58.7045 1
45.0542 20.7742 1
8.3821 30.1246 1
22.8977 47.0923 1
91.3337 23.0488 1
15.2378 84.4309 1
82.5817 19.4764 1
53.8342 22.5922 1
99.6135 17.0708 1
7.8176 22.7664 1
44.2678 43.5699 1
10.6653 31.1102 1
96.1898 92.338 1
0.46342 43.0207 1
77.491 18.4816 1
81.7303 90.4881 1
86.8695 97.9748 1
8.4436 43.887 1
39.9783 11.1119 1
25.987 25.8065 1
80.0068 40.872 1
43.1414 59.4896 1
91.0648 26.2212 1
18.1847 60.2843 1
26.3803 71.1216 1
14.5539 22.1747 1
13.6069 11.7418 1
86.9292 29.6676 1
57.9705 31.8778 1
54.986 42.4167 1
14.4955 50.7858 1
85.3031 8.5516 1
62.2055 26.2482 1
35.0952 80.1015 1
51.325 2.922 1
40.1808 92.8854 1
7.5967 73.0331 1
23.9916 48.8609 1
12.3319 57.8525 1
18.3908 23.7284 1
23.9953 45.8849 1
41.7267 96.3089 1
4.9654 54.6806 1
90.2716 52.1136 1
94.4787 23.1594 1
49.0864 48.8898 1
48.9253 62.406 1
33.7719 67.9136 1
90.0054 39.5515 1
36.9247 36.7437 1
11.1203 98.7982 1
78.0252 3.7739 1
38.9739 88.5168 1
24.1691 91.3287 1
40.3912 79.6184 1
9.6455 9.8712 1
13.1973 26.1871 1
94.2051 33.5357 1
95.6135 67.9728 1
57.5209 13.6553 1
5.978 72.1227 1
23.478 10.6762 1
35.3159 65.3757 1
82.1194 49.4174 1
1.5403 77.9052 1
4.3024 71.5037 1
16.899 90.3721 1
64.9115 89.0923 1
73.1722 33.4163 1
64.7746 69.8746 1
45.0924 19.781 1
54.7009 3.0541 1
29.6321 74.4074 1
74.4693 50.0022 1
18.8955 47.9922 1
68.6775 90.4722 1
18.3511 60.9867 1
36.8485 61.7666 1
62.5619 85.9442 1
78.0227 80.5489 1
8.1126 57.6722 1
92.9386 18.2922 1
77.5713 23.9932 1
48.6792 88.6512 1
43.5859 2.8674 1
44.6784 48.9901 1
30.6349 16.7927 1
50.8509 97.8681 1
51.0772 71.2694 1
81.7628 50.0472 1
79.4831 47.1088 1
