20 50 5 20
40.4958 81.6911
17.3572 18.9471
57.5184 12.3693
60.6218 82.0996
21.4446 63.7898
51.9932 1.612
98.9186 89.5955
48.9915 51.5375
69.4873 54.4522
41.1422 60.6442
3.4777 76.0436
29.2832 85.5347
80.1442 38.2868
34.6502 8.4649
8.3316 73.3873
51.1106 33.1989
36.6833 83.975
73.948 37.1723
52.474 82.8215
80.4521 17.6519
12.952 7.045 1
87.9884 84.7333 1
4.4079 67.988 1
68.672 13.6652 1
73.3773 85.8402 1
43.7172 19.9834 1
37.9839 60.734 1
97.9657 54.3045 1
39.8993 16.2325 1
44.0187 0.56531 1
15.6808 77.1485 1
32.6034 76.4788 1
31.4062 42.1069 1
89.4501 5.6813 1
24.7024 58.5747 1
31.0679 17.4155 1
40.8869 72.8611 1
70.8011 53.4291 1
14.3638 25.3064 1
87.1322 91.7057 1
8.3156 75.8195 1
46.1738 88.7031 1
3.0389 6.8798 1
75.3201 18.3528 1
70.0043 73.7073 1
21.4512 69.6715 1
67.9905 77.6993 1
55.7293 50.1903 1
85.0679 42.5497 1
55.8565 61.1237 1
90.1774 85.5772 1
41.9518 67.0797 1
35.8128 52.3592 1
48.8988 29.8815 1
25.5962 70.3969 1
92.9169 38.1611 1
46.6757 56.7685 1
25.4008 88.7861 1
43.1218 84.2949 1
70.253 89.8799 1
40.233 93.9003 1
18.184 81.5435 1
85.6251 0.13578 1
58.4201 0.30907 1
37.3579 8.7469 1
22.1695 26.0727 1
21.8994 2.2799 1
52.2232 42.4085 1
43.3423 34.1065 1
74.1304 54.1354 1
