50 100 10 15
46.414 81.7337
29.8688 63.2082
52.3305 68.2147
83.163 80.8217
53.9132 27.9662
25.9832 66.4969
35.4038 2.9324
18.6738 54.438
35.0657 52.897
18.9719 87.3164
83.5691 18.7608
38.4151 93.1461
0.94997 97.6352
30.9025 33.1204
83.6747 62.3709
28.1337 52.7061
78.1343 45.9082
53.1514 35.8566
15.3915 33.427
52.5254 8.3195
28.324 39.0402
71.4866 23.9344
73.4389 48.6272
44.9636 70.0094
18.2077 13.727
13.554 82.6467
27.2772 93.0053
63.5644 82.8731
80.6188 48.4953
66.7877 65.9769
28.6589 45.6401
14.2442 41.8462
24.5875 3.4296
69.1897 92.6848
7.1747 4.338
49.8661 47.606
98.5998 38.5748
90.4901 53.4058
57.5208 99.8168
76.6517 90.2474
74.6767 1.4755
69.5331 78.0515
67.7317 48.5289
28.24 39.022
58.1868 82.309
61.8872 87.4418
81.424 99.8356
1.5987 19.5661
21.4353 86.9969
98.7867 30.7492
41.1236 46.5017 1
81.634 10.9173 1
36.8255 11.3116 1
42.6215 10.7892 1
9.1217 44.5731 1
66.7498 93.8845 1
73.1308 63.3814 1
30.0818 92.9669 1
33.7997 6.2876 1
73.4322 30.6939 1
98.5457 94.9764 1
69.8771 1.0364 1
8.9932 16.7828 1
47.0738 75.5272 1
63.5363 83.3822 1
52.5269 60.586 1
14.1339 51.7917 1
27.5515 94.2858 1
98.7103 74.1206 1
79.4998 70.1079 1
93.3335 74.4718 1
34.8373 87.3826 1
20.9133 96.4121 1
68.0366 98.1917 1
35.5424 91.8633 1
43.8373 28.348 1
90.8778 5.8626 1
83.359 82.0995 1
39.1384 17.9522 1
73.3979 3.4931 1
29.066 77.1327 1
29.2137 54.0526 1
29.6796 33.154 1
2.4842 57.8217 1
91.7842 85.4507 1
68.603 64.2375 1
23.4278 42.0104 1
49.7353 54.5913 1
79.0582 18.2298 1
38.0233 23.6274 1
21.8583 20.5414 1
72.2665 25.9686 1
77.2833 94.2632 1
69.3283 64.157 1
61.9675 82.9063 1
76.2303 38.8762 1
51.148 16.8412 1
32.9405 74.0118 1
0.13441 87.2796 1
58.0644 35.5525 1
17.1838 17.8829 1
19.4907 99.6424 1
15.0322 95.9128 1
50.542 15.5996 1
1.7387 92.8936 1
47.1208 42.4574 1
4.6077 22.3084 1
44.2265 13.6395 1
16.3559 26.0176 1
57.21 54.4465 1
81.832 8.2208 1
8.5342 59.8127 1
23.2836 2.9186 1
24.6046 45.4909 1
35.1934 33.2499 1
40.9084 94.3673 1
11.4243 30.3102 1
40.7215 42.8224 1
67.5931 66.1034 1
54.3024 38.1088 1
35.713 13.6171 1
66.1593 9.6627 1
67.8703 30.5162 1
13.156 82.3884 1
43.962 62.7253 1
93.7196 20.5933 1
57.0224 98.0185 1
57.7639 43.7774 1
76.4602 83.5196 1
24.6952 53.918 1
69.3855 2.5127 1
29.4863 0.68243 1
57.0701 78.6086 1
63.4804 44.7393 1
39.8891 28.8737 1
24.8884 86.318 1
93.5332 65.6228 1
44.8902 28.4694 1
53.1784 64.4566 1
63.4839 26.3581 1
66.812 17.4779 1
43.9013 36.862 1
17.2989 53.7542 1
69.4384 92.6407 1
92.4926 74.9121 1
37.0606 14.7735 1
63.8788 0.28877 1
88.9679 12.7014 1
48.2942 91.6921 1
62.9818 67.2122 1
