20 50 5 20
75.1946 63.1189
22.8669 35.5074
6.4187 99.7003
76.733 22.4171
67.1202 65.2451
71.5213 60.4991
64.2061 38.7245
41.9048 14.2187
39.0762 2.5135
81.614 42.1112
31.7428 18.41
81.454 72.5775
78.9074 37.0363
85.2264 84.156
50.5637 73.423
63.5661 57.1026
95.0894 17.6855
44.3964 95.7384
6.0019 26.5322
86.675 92.4581
22.377 94.5579 1
37.3564 67.6645 1
8.75 98.8302 1
64.0117 76.6831 1
18.0617 33.6699 1
4.5051 66.2382 1
72.3173 24.4165 1
34.7438 29.5507 1
66.0617 68.0178 1
38.3869 52.7847 1
62.7347 41.1594 1
2.165 60.2638 1
91.057 75.052 1
80.0559 58.3533 1
74.5847 55.1793 1
81.3113 58.3571 1
38.3306 51.182 1
61.7279 8.2593 1
57.5495 71.957 1
53.0052 99.6156 1
27.507 35.4534 1
24.8629 97.1259 1
45.1639 34.6449 1
22.7713 88.6544 1
80.445 45.4695 1
98.6104 41.3427 1
2.9992 21.7732 1
53.5664 12.5655 1
8.7077 30.8915 1
80.2091 72.6104 1
98.9145 78.2872 1
6.6946 69.3788 1
93.9398 0.98023 1
1.8178 84.3213 1
68.3839 92.2332 1
78.3736 77.0954 1
53.4138 4.266 1
88.5359 37.8186 1
89.9005 70.434 1
62.5938 72.9513 1
13.7869 22.4277 1
21.7802 26.9055 1
18.2141 67.3031 1
4.182 47.7492 1
10.6942 62.3716 1
61.6443 23.6445 1
93.9661 17.7124 1
35.4456 82.9643 1
41.0629 76.6922 1
98.4349 93.4478 1
