20 50 5 20
50.384 36.0031
61.281 45.4212
81.9422 38.639
53.1889 77.5555
20.2075 73.4271
45.3893 43.0278
42.7911 69.3753
96.6053 94.5213
62.0055 78.4233
69.539 70.5572
72.0165 10.9334
34.6895 38.9931
51.699 59.0905
55.6695 45.938
15.6495 5.034
56.2056 22.8688
69.4803 83.4189
42.6456 1.5645
83.627 86.3711
73.1387 7.8069
66.9043 86.6887 1
50.0211 40.6777 1
21.7994 11.2615 1
57.1616 44.3846 1
12.2189 30.0184 1
67.1166 40.1387 1
59.9586 83.3364 1
5.5976 40.3629 1
5.6343 39.0176 1
15.2501 36.0449 1
1.9621 14.0255 1
43.5176 26.013 1
83.2221 8.6815 1
61.739 42.9397 1
52.0129 25.7283 1
86.3868 29.7555 1
9.7698 42.4858 1
90.8052 11.9207 1
10.8017 49.5067 1
51.6997 70.6407 1
14.3156 24.3573 1
55.9371 78.507 1
0.45796 7.409 1
76.6682 39.3883 1
84.8709 0.33941 1
91.6821 22.0677 1
98.6968 0.13006 1
50.5133 18.918 1
27.1422 14.2484 1
10.0751 26.8076 1
50.7849 17.4892 1
58.5609 13.8649 1
76.2887 59.8886 1
8.2963 90.1058 1
66.1596 93.938 1
51.6979 22.1184 1
17.1048 48.2671 1
93.8558 37.6011 1
59.0483 52.378 1
44.0635 26.4873 1
94.1919 6.8357 1
65.5914 43.6327 1
45.1946 17.3853 1
83.9697 2.6107 1
53.2624 95.4678 1
55.3887 43.0597 1
68.0066 96.1559 1
36.719 76.2414 1
23.9291 0.73487 1
57.8923 68.0039 1
