50 100 10 15
4.8822 7.2712
81.204 44.0281
3.2592 60.6527
41.5042 30.4784
59.4667 40.6644
19.6795 10.1012
79.6091 47.688
21.0988 29.241
17.4414 1.6283
61.3842 88.4416
94.1056 21.0311
66.1565 68.3644
21.4898 15.439
91.359 97.4316
38.0197 50.2662
3.4982 89.1408
22.7345 72.6491
90.6887 49.718
86.8988 60.7214
58.2469 34.9289
56.0786 52.6215
0.10886 79.6915
12.6862 27.3676
21.4641 29.2684
82.682 34.8152
38.7614 87.5973
31.8075 9.3319
26.1779 20.668
29.6524 30.2759
42.8178 35.1522
19.2406 72.6748
56.7478 88.6325
65.7666 5.1926
68.5579 7.8559
35.374 1.4486
95.6791 19.334
24.3739 2.6289
74.8272 46.8766
39.0228 24.3383
84.4757 91.9917
37.1984 71.5834
70.7606 48.8646
34.5655 7.8074
87.7158 53.0066
75.0528 66.605
43.4425 60.7713
40.0661 41.9551
37.2938 11.0798
44.325 81.6614
38.0307 24.9305
50.9178 83.6511 1
80.4133 32.1093 1
50.983 74.2746 1
30.27 66.4494 1
86.1927 28.9184 1
5.7394 33.7372 1
73.0757 90.8637 1
90.088 3.2251 1
46.4043 69.6358 1
46.9364 20.877 1
15.3814 82.4149 1
96.1795 21.8232 1
87.6255 9.9642 1
48.8629 61.9506 1
40.7077 10.3815 1
12.6576 79.9062 1
92.5425 90.2925 1
0.55811 31.2513 1
18.6388 28.1589 1
32.4061 0.67819 1
5.0187 49.5872 1
14.4537 98.8482 1
72.9369 73.7941 1
48.228 31.072 1
33.8065 60.0408 1
23.6767 78.168 1
45.0863 11.1533 1
18.5451 57.9329 1
32.4255 87.0371 1
26.3971 68.9776 1
83.0077 24.297 1
69.636 34.2722 1
33.3537 54.544 1
58.0232 6.7573 1
28.7838 41.0448 1
26.3971 23.7511 1
25.9901 48.8974 1
67.708 80.6067 1
51.9827 37.7848 1
7.6754 51.7978 1
5.5845 9.4598 1
25.8728 90.9095 1
43.9927 20.7631 1
28.4289 38.2065 1
67.8768 66.028 1
94.958 75.8373 1
77.3955 17.3069 1
63.6139 51.738 1
75.3581 99.5338 1
74.6817 70.7609 1
58.6031 8.0567 1
77.3056 4.3308 1
39.2488 49.1156 1
60.529 44.6596 1
24.7433 48.6799 1
29.0202 16.5891 1
1.9333 36.0657 1
34.731 88.0722 1
14.1796 74.4352 1
41.1535 41.6771 1
15.3068 90.7355 1
82.9009 9.4307 1
73.92 18.1326 1
9.887 94.6587 1
82.0633 10.0849 1
22.7112 38.8038 1
10.6941 28.9225 1
66.2776 7.3087 1
95.4576 19.4608 1
81.4564 41.7485 1
62.3253 29.2927 1
32.8269 70.2139 1
27.7368 23.9713 1
43.4377 95.9483 1
35.0296 30.5462 1
87.7759 15.4915 1
0.61545 55.5508 1
69.6449 79.0544 1
33.8063 44.3872 1
30.4984 99.5819 1
64.8101 43.6587 1
92.1146 30.4441 1
89.3074 24.651 1
99.7179 96.0825 1
7.2884 22.2881 1
12.9619 39.5609 1
98.1568 22.4525 1
9.0242 27.0025 1
68.6159 41.8441 1
92.8965 99.7736 1
14.1816 91.103 1
88.4416 55.0427 1
1.9762 59.6336 1
34.2686 7.9145 1
23.8306 57.6636 1
98.4564 89.8172 1
84.6598 46.3311 1
79.4512 39.8396 1
90.0278 10.4461 1
78.0105 65.2236 1
