20  40  400
1028  4158
672  3169
1326  5398
1161  3563
932  3577
850  3327
850  3840
361  1999
814  3067
878  4137
562  2913
1051  4821
809  3191
580  2966
1138  4523
310  1968
525  3194
535  2912
567  3063
1179  4440
235  1648
444  2348
180  1395
106  1063
291  1723
377  2123
448  2239
464  2334
515  2537
409  2060
436  2246
149  1366
397  2093
74  1031
145  1313
66  883
176  1462
275  1731
47  769
255  1728
409  2141
495  2469
334  2023
416  2148
275  1841
389  2081
601  2637
346  1933
117  1243
589  2670
243  1700
55  857
338  1880
86  1025
173  1408
574  2568
471  2304
346  2119
243  1687
483  2285
13  33  28  28  11  16  19  27  16  27  7  28  8  30  10  5  22  12  11  11  24  24  32  35  26  20  8  5  27  10  20  31  21  10  21  18  6  18  13  31  10  33  35  31  17  27  19  14  22  12  28  14  27  15  13  30  35  16  9  8  31  29  31  19  6  9  21  8  27  23  11  22  13  12  7  13  18  21  25  34  18  15  5  11  29  34  35  32  13  21  20  10  19  12  7  26  13  28  12  24  30  11  15  35  21  19  21  25  15  6  25  19  23  14  7  27  26  32  34  17  34  6  22  12  22  27  20  26  29  21  20  26  24  27  24  20  34  28  32  21  33  7  13  28  31  14  21  16  8  21  10  35  22  14  10  10  27  26  17  34  16  16  23  27  8  23  32  28  26  34  9  10  27  19  11  34  34  8  17  21  12  18  16  18  34  16  19  24  14  17  33  13  33  32  11  35  30  15  31  31  7  12  29  22  29  8  6  17  32  35  35  14  5  6  13  32  34  30  7  8  13  15  10  29  20  7  18  17  5  18  14  34  23  20  23  21  34  32  15  32  29  30  8  21  6  35  22  26  23  25  5  27  10  33  6  27  14  22  27  30  22  20  26  24  32  6  27  27  23  28  19  16  6  33  35  33  18  29  24  23  9  21  27  21  13  21  18  27  27  18  35  29  5  9  22  25  27  28  31  21  30  26  29  8  5  10  10  34  11  6  6  22  34  24  35  14  21  27  11  29  16  16  21  24  23  32  12  12  7  6  35  7  18  27  22  25  16  5  26  31  30  18  6  28  22  21  6  22  21  5  33  35  30  21  7  21  11  20  7  25  6  31  22  15  29  31  31  31  30  15  34  24  19  24  33  27  24  21  21  26  19  34  13  32  34  24  26  14  15  23  11  23  32  25  18  5  35  10  28  29  
9.1175 7.73019 6.86476 4.96718 7.04106 8.29432 8.66998 4.37478 3.84451 4.50183 1.92328 9.22776 8.73762 9.36975 9.44098 6.71531 5.0773 11.8726 8.0557 5.68677 1.41304 6.87613 5.62707 3.75983 4.85127 4.66281 6.99565 9.40629 5.25046 10.5341 8.62177 10.0242 1.45922 7.61345 6.92508 6.44174 5.17842 0.303974 8.25029 9.07387 
10.9656 0.441918 2.04706 4.4412 2.18237 10.7708 1.71376 6.62287 5.03816 4.33675 6.61349 1.88255 1.49915 6.06955 9.87666 5.13948 8.73271 6.80699 0.825594 3.48857 7.05894 6.50581 6.93701 8.85386 3.43468 3.55323 5.49533 3.93546 3.58443 4.1405 1.44228 7.95599 6.68541 2.04219 6.6767 2.35582 6.12198 8.44405 3.52322 1.21537 
7.92053 5.47279 5.04065 2.43265 5.28208 7.26633 6.21116 2.52483 1.30697 1.95533 0.714162 6.78009 6.75599 6.95167 7.80607 4.30407 4.1725 9.36972 5.69032 3.14451 1.20855 4.73281 3.75656 3.49941 3.04441 2.35747 4.63282 6.8577 2.72353 7.9898 6.64125 7.83013 1.36292 5.11826 4.82016 3.97107 3.05444 2.80583 5.70188 6.71118 
9.65919 7.37661 6.37163 4.96781 6.52798 8.86303 8.43216 4.69656 3.84684 4.4337 2.06394 8.97665 8.26826 9.49141 9.88344 6.83793 5.63086 11.9111 7.75572 5.58771 1.63691 7.1369 5.96906 4.38329 4.40273 4.39387 7.15035 9.33491 5.12543 10.4145 8.15312 10.2768 1.22646 7.41975 7.20145 6.23569 5.42924 0.963239 8.18568 8.76377 
