10  50  500
1296  4080
506  2388
1703  5226
2036  6086
1246  5332
1678  4181
1653  5216
2260  7091
1753  4364
989  4279
344  2001
352  2130
491  2441
375  2066
92  1037
42  694
363  2011
282  1790
425  2141
568  2484
205  1609
131  1308
123  1276
565  2416
181  1521
305  1831
294  1771
135  1255
607  2554
189  1417
390  2164
243  1677
166  1448
340  1908
460  2362
538  2530
329  1948
81  980
309  1919
390  2084
499  2329
236  1762
116  1174
356  2060
92  1051
119  1224
209  1580
278  1873
274  1697
286  1755
429  2248
433  2190
592  2704
197  1420
301  1836
181  1518
77  984
468  2369
394  2040
85  960
34  18  11  10  19  27  35  15  20  23  12  10  21  21  31  25  11  30  18  32  5  22  32  31  30  20  9  14  30  25  22  24  22  18  31  7  33  27  11  33  31  17  33  13  16  14  20  22  28  7  15  7  25  8  11  31  28  33  31  5  30  5  20  18  31  12  26  29  6  24  31  7  16  18  5  24  14  22  14  31  7  13  6  27  34  13  32  9  29  15  26  22  19  28  5  10  14  22  27  17  25  17  10  7  13  34  35  16  23  32  26  28  25  20  25  35  29  24  20  12  23  32  22  17  24  25  10  31  11  29  6  5  27  11  7  24  28  34  11  15  24  10  20  34  24  19  9  33  16  32  11  5  26  16  19  32  17  20  24  29  26  5  27  24  23  14  32  33  27  34  12  19  11  14  8  21  34  23  27  16  9  31  22  31  15  9  17  17  13  16  22  32  20  34  32  8  33  9  22  18  29  12  21  15  18  19  17  7  16  31  19  13  31  25  29  18  23  16  16  6  30  19  22  14  15  33  26  12  20  15  19  7  17  27  24  27  21  30  32  19  17  34  23  13  20  17  23  34  14  26  18  34  8  10  33  25  22  35  16  26  21  24  25  12  30  33  7  7  11  32  20  5  15  13  12  7  19  18  11  31  8  21  25  8  14  33  15  35  17  29  6  9  18  35  23  25  6  9  22  33  13  9  27  17  12  30  26  11  12  14  17  11  18  35  10  17  5  17  7  25  30  25  5  6  5  18  14  18  31  9  23  22  35  19  25  29  6  13  11  10  28  22  19  14  15  26  9  26  5  17  5  22  22  24  21  31  10  11  15  10  30  21  33  14  27  24  30  26  15  33  5  14  8  8  11  33  32  35  26  25  16  33  18  33  10  15  34  30  13  26  30  31  15  20  11  16  12  27  16  8  20  26  22  32  29  32  5  11  31  34  7  33  19  7  10  17  34  7  23  11  31  19  16  31  21  31  10  26  22  34  32  15  31  13  7  7  18  35  29  28  25  12  21  6  5  10  26  5  5  29  30  10  29  9  9  32  13  6  23  17  34  26  23  9  14  34  5  5  8  26  33  21  27  10  13  18  32  24  33  12  12  8  6  28  10  25  30  11  14  16  12  14  6  18  8  26  24  25  29  24  
5.50807 6.24625 4.52371 4.00357 1.36 7.1775 6.66608 5.80377 5.50113 5.24116 4.57784 1.94778 5.61829 1.0267 4.50863 2.80894 5.74093 1.82189 6.29296 4.01506 3.02914 3.78634 4.83831 5.38469 7.37775 2.55354 4.50607 1.34796 7.74449 3.97313 5.46754 2.86254 4.90119 2.15503 3.84 4.33419 5.71399 6.51379 4.4994 4.13101 5.07503 5.04167 1.90184 3.20963 6.81565 3.29326 7.15913 3.01319 6.61617 1.29826 
