20  60  600
1873  5638
560  2885
706  3488
746  2883
800  3850
1807  5542
1827  6138
1100  3499
813  3964
1380  4349
1547  5334
546  3597
913  3377
1093  3734
1420  4414
1180  4902
1126  3677
1967  5913
1927  6644
1493  4904
389  2094
160  1280
153  1390
219  1555
307  1820
153  1440
124  1161
470  2321
166  1369
444  2346
477  2313
196  1519
441  2228
202  1542
120  1146
421  2152
212  1564
438  2284
143  1270
124  1193
451  2132
274  1692
202  1573
519  2401
143  1368
45  687
241  1618
225  1564
487  2415
405  2156
209  1487
340  1984
519  2374
362  2088
88  978
228  1659
516  2459
300  1806
310  1816
516  2432
444  2252
457  2270
438  2228
497  2304
402  2117
470  2233
71  941
88  1027
206  1478
379  2158
412  2277
457  2369
127  1213
199  1578
81  1003
39  712
483  2363
523  2479
353  1921
369  1999
7  21  26  23  28  22  29  13  32  9  33  11  19  10  35  19  23  28  33  7  9  24  25  27  29  12  15  6  9  19  16  28  31  10  13  33  7  20  26  27  17  18  8  8  5  16  26  33  8  34  32  15  23  14  5  17  17  27  25  7  14  29  31  27  10  31  17  6  7  14  31  35  8  29  9  34  28  27  23  25  26  23  11  17  33  32  32  33  16  14  31  30  20  17  9  31  7  29  22  23  5  23  9  34  30  35  35  12  18  15  24  20  9  11  21  29  21  18  15  14  33  25  13  12  6  21  32  23  17  30  15  10  18  32  31  29  10  19  23  18  5  21  7  22  10  5  15  7  9  9  35  34  6  5  19  11  25  24  11  31  26  23  14  11  9  7  32  10  20  15  33  30  28  28  30  19  11  35  13  26  25  18  35  26  22  13  33  22  9  7  27  33  13  14  7  9  12  5  26  7  5  15  5  26  11  25  14  13  21  22  35  34  16  27  35  29  35  6  6  33  26  27  23  19  13  28  15  12  8  30  9  34  24  32  30  9  11  33  20  15  9  35  9  7  28  30  10  32  25  22  21  32  31  14  22  26  23  20  28  26  17  29  27  24  7  5  19  12  31  21  29  20  30  6  18  13  26  20  15  34  26  26  31  6  14  32  33  5  35  28  6  22  9  15  19  16  32  19  7  33  22  21  12  35  10  15  23  23  10  27  27  20  6  35  26  26  7  23  16  19  32  14  34  33  18  5  31  31  15  23  28  7  35  12  19  16  22  35  17  33  23  26  8  15  15  25  24  11  21  29  11  13  21  25  13  26  32  22  5  7  21  18  24  19  6  33  17  28  9  28  24  11  25  27  31  29  6  21  17  29  12  31  15  13  33  34  28  24  11  31  19  23  14  26  33  26  35  12  27  22  29  11  7  11  13  12  30  19  19  9  28  21  6  20  8  22  33  5  16  20  22  34  18  10  13  25  31  18  16  30  22  24  13  18  25  22  22  33  14  19  21  25  14  21  8  18  17  25  9  12  30  35  11  6  19  10  31  17  26  8  34  23  23  11  6  11  11  33  9  18  17  13  9  34  33  26  32  26  24  22  34  31  10  20  29  18  30  12  13  21  27  9  30  21  35  35  16  5  27  26  27  29  17  29  30  18  16  31  8  14  29  25  20  22  11  23  13  27  11  18  20  15  13  29  15  29  19  5  13  31  6  16  14  7  17  13  35  14  20  28  28  21  15  25  27  28  6  22  30  21  31  14  14  31  23  15  9  29  14  27  25  24  12  10  15  21  31  19  28  14  9  8  9  29  16  29  15  23  23  27  32  25  23  27  11  25  11  29  9  32  15  7  8  25  14  16  16  22  30  17  
0.721626 2.06363 4.43808 3.95729 1.11002 2.36552 4.59658 2.76763 1.61868 5.64734 1.7638 2.24606 2.78784 3.7491 4.39422 3.23677 0.347366 1.02927 7.1096 3.37295 0.950418 3.64507 2.57578 2.90151 5.82069 5.53457 6.12193 3.53931 3.7051 1.38376 6.2457 5.55414 3.65585 3.86559 3.62151 2.97252 4.13056 4.05899 7.0634 1.54305 2.84979 1.99082 4.39946 2.02775 6.47042 6.72599 2.852 3.3181 4.84984 3.75465 0.465233 3.93354 3.12498 6.51712 6.21458 4.36962 3.18476 7.66123 3.08575 0.616363 
5.90946 5.25971 5.30869 8.74222 7.07995 8.12254 8.81524 6.99662 7.011 6.26179 6.17698 7.78334 6.00215 2.25461 6.38951 8.80962 5.68534 5.9913 1.22746 8.45416 6.34241 4.32169 6.45449 8.63461 6.57779 0.492921 8.67368 7.4318 6.52533 5.22637 1.88857 6.98883 8.77504 7.25405 6.344 8.96069 7.70037 7.88831 8.28528 6.78553 8.28827 5.20307 5.20731 5.25417 1.38699 0.938348 7.98658 8.61708 6.88141 9.74293 6.38309 8.8839 8.45806 1.3419 1.58358 9.78585 4.9844 1.72217 4.13835 5.83054 
2.2256 3.74192 1.99744 4.41083 3.52291 5.08302 7.15923 5.19454 2.97955 6.94801 1.98403 4.98864 1.67485 2.33957 6.1081 5.97331 2.40626 3.45898 5.19576 6.08511 2.51285 4.45777 2.12041 4.59614 7.20666 4.01559 4.83401 3.1107 2.35129 1.39514 5.38295 7.19218 6.37923 6.09511 2.17518 5.31642 6.45603 3.59391 8.75998 4.20351 5.59187 0.996378 1.92376 3.70807 4.3037 5.24546 3.73788 4.37682 3.1061 6.05926 2.89978 6.63757 5.8632 5.33252 5.22004 7.11058 0.87675 5.75711 0.350671 3.0446 
2.88742 2.87219 6.64959 4.80852 1.80675 0.341896 2.8263 1.87728 2.93342 5.58366 3.70778 0.195263 4.81574 5.79069 4.10594 0.932735 2.65225 1.94008 9.11667 1.28297 2.7909 4.51112 4.42789 2.94754 5.6374 7.4478 7.7324 5.08029 5.62791 3.67286 7.77738 5.12296 1.48261 2.94161 5.59127 1.90721 2.95375 5.49704 6.36898 1.16031 0.589197 4.23999 6.62253 2.86055 8.60093 8.54782 3.76205 3.8683 6.78959 2.46635 2.20741 1.82289 0.894084 8.20216 7.82155 2.06018 5.42894 9.64645 5.3947 2.17058 
6.57497 5.88959 5.80256 9.36698 7.74859 8.78294 9.4009 7.61251 7.67021 6.66023 6.82349 8.43777 6.61021 2.92193 6.89787 9.46102 6.35401 6.64923 0.704202 9.08682 7.00633 4.8651 7.07688 9.2965 6.9743 1.13904 9.16744 8.0332 7.09491 5.88448 2.00428 7.42826 9.40696 7.82233 6.91444 9.62937 8.2684 8.47804 8.66195 7.43886 8.93663 5.84315 5.7027 5.88557 1.39545 0.604378 8.63158 9.26403 7.3876 10.4116 7.05164 9.50707 9.10131 1.29671 1.70011 10.4264 5.56765 1.0984 4.74053 6.49504 
4.55013 2.57361 6.19735 7.97225 5.27661 5.71748 5.66356 4.04995 5.73829 3.09681 5.33168 5.26192 5.77423 2.46938 3.08211 6.18937 4.06493 3.69524 4.49977 5.60955 4.98977 1.08347 5.96738 7.12344 3.40809 2.85588 9.17038 7.08708 6.62717 4.28575 2.4127 3.72422 5.91511 4.05155 6.46364 6.9463 4.49374 7.62657 5.12678 4.30696 5.63977 4.66922 6.10415 2.58803 4.53894 3.53423 6.94788 7.4858 7.45842 7.68914 4.68932 5.94553 5.73229 2.98557 2.53186 6.99226 5.22897 4.90378 4.4164 3.77219 
