60 
300 
219 1591
47 776
328 1982
287 1823
296 1813
319 1858
228 1579
178 1473
267 1834
54 762
36 708
141 1299
116 1202
221 1654
123 1297
230 1726
326 1938
175 1365
310 1912
189 1430
34 658
139 1234
198 1539
255 1687
262 1723
351 1935
105 1174
207 1474
54 762
239 1699
70 938
152 1385
180 1476
164 1428
315 1846
105 1068
136 1246
34 674
305 1910
111 1163
296 1844
294 1764
66 905
205 1473
173 1365
200 1539
324 1870
212 1603
216 1572
351 2015
228 1649
351 1921
280 1702
166 1464
242 1689
216 1551
57 817
333 1974
175 1422
347 1954
22 10 16 20 8 18 19 34 23 23 6 25 26 11 34 34 32 31 27 9 13 13 31 27 19 5 32 22 28 11 15 7 31 23 30 30 15 13 22 11 9 33 24 14 12 20 23 29 22 15 23 13 34 29 24 6 27 11 28 25 33 28 17 7 14 23 20 15 26 19 20 5 34 31 24 23 21 34 16 5 29 32 18 13 27 25 14 15 8 30 26 32 9 16 29 6 34 18 10 15 20 25 34 15 16 6 12 32 18 27 33 15 29 29 17 7 17 10 13 6 31 32 21 34 34 18 32 19 26 33 23 12 19 10 22 24 26 17 24 19 27 22 5 10 31 34 16 27 12 28 31 5 15 31 31 11 33 33 34 18 33 31 34 24 17 12 29 5 10 12 27 19 34 8 20 6 12 13 5 30 22 9 23 29 7 25 10 15 24 29 23 5 5 33 9 23 20 21 33 25 23 8 20 6 16 10 6 7 19 19 9 28 21 12 24 28 28 34 18 26 34 17 18 27 33 6 28 26 22 12 25 18 14 34 7 16 21 29 18 23 12 28 5 7 31 12 34 8 13 30 30 12 31 15 30 17 17 8 5 22 29 9 34 23 22 12 24 32 32 18 11 15 31 11 23 10 18 21 13 32 16 11 25 6 29 11 25 13 28 34 21 13 31 7 26 33 26 7 30 16 
3 1 7 1 9 10 7 4 7 8 11 6 8 7 8 9 3 10 6 1 5 4 4 6 6 6 7 8 2 9 7 8 6 6 0 6 3 5 11 2 8 9 6 6 10 5 4 4 5 4 8 9 9 9 6 2 1 7 3 4 6 6 1 4 9 7 8 3 4 8 7 6 2 8 5 8 7 8 11 1 7 10 7 7 1 8 2 3 8 5 3 6 7 1 6 6 6 7 9 8 9 0 9 1 9 5 3 1 2 7 3 6 8 2 8 6 3 7 7 9 0 6 7 8 5 2 6 7 7 8 4 3 5 10 4 4 6 9 0 1 6 3 6 2 7 9 1 2 7 10 7 4 6 5 3 2 5 10 4 7 7 7 1 6 1 9 2 5 8 10 7 5 10 7 4 1 9 9 5 1 0 3 4 7 7 2 6 7 0 6 7 6 3 6 8 0 8 2 5 7 2 1 6 9 7 2 9 8 3 4 3 8 2 4 2 8 2 11 9 9 1 8 4 2 6 4 2 5 1 3 10 2 6 2 5 3 6 3 3 1 8 8 2 8 5 3 3 9 0 9 7 1 6 8 2 4 7 8 0 6 0 0 1 7 5 7 8 8 6 2 2 0 0 2 7 4 5 2 2 5 6 1 6 2 5 7 8 1 2 1 4 0 0 7 2 5 10 6 6 4 
71 40 55 65 26 55 57 107 71 70 20 77 84 36 101 104 101 95 84 34 44 43 98 85 64 21 100 72 89 35 49 22 96 73 97 94 51 45 68 40 33 98 79 46 37 66 74 92 71 51 70 43 104 90 76 25 87 34 90 81 105 88 56 27 43 69 63 53 83 61 67 22 109 93 79 71 65 103 50 21 88 96 57 40 90 79 52 53 25 96 81 100 29 57 92 23 107 57 32 52 63 83 104 51 50 22 42 102 63 82 106 49 89 93 58 27 59 30 41 18 102 100 67 109 104 61 102 59 81 100 73 42 60 31 71 77 83 57 77 63 85 72 21 35 96 109 56 90 37 86 97 21 52 98 100 38 102 100 108 60 99 95 110 75 56 40 94 19 31 37 86 63 103 31 67 28 37 39 20 99 71 33 76 87 26 81 34 50 81 90 77 21 19 104 28 79 66 68 104 78 75 32 63 20 52 35 20 22 60 59 35 85 68 43 82 86 93 104 60 82 108 53 59 86 104 23 91 82 71 44 75 60 45 108 25 54 70 91 59 74 37 89 22 24 97 41 108 27 44 90 93 42 95 51 96 56 55 25 25 69 96 36 111 70 71 37 75 98 98 63 38 52 100 39 76 35 60 71 44 100 51 39 82 24 93 40 75 49 92 107 69 48 99 25 87 104 79 24 95 55 
4 1 7 2 9 9 7 3 6 8 11 6 6 8 7 8 3 10 5 1 4 4 3 7 7 5 6 7 3 8 6 7 5 6 1 5 3 3 11 2 7 9 7 6 9 4 4 4 6 3 8 8 8 8 7 2 1 7 2 3 4 5 2 2 9 6 8 2 3 7 6 7 1 8 6 7 7 7 11 1 7 9 8 7 0 8 1 1 8 4 3 5 7 0 6 7 6 7 9 7 9 1 9 2 8 5 4 1 1 7 2 6 8 2 7 6 2 7 6 8 1 6 6 7 4 2 7 6 7 7 4 2 5 9 5 4 7 8 2 2 6 4 4 3 6 7 0 1 6 9 6 5 7 4 2 3 5 10 3 6 7 7 0 5 2 8 2 4 7 10 5 6 9 8 5 1 9 9 3 0 1 2 3 7 6 1 7 6 1 6 8 5 2 6 7 1 6 3 4 6 3 0 6 8 6 3 9 8 3 4 2 8 3 3 1 8 1 11 7 8 0 8 4 3 6 3 2 4 1 2 9 1 6 3 5 2 7 2 3 2 8 7 2 9 5 4 2 8 1 9 7 2 6 7 1 4 6 7 1 6 1 1 0 7 5 6 8 7 6 1 3 1 0 2 6 4 4 1 3 5 6 0 7 1 3 6 8 1 1 2 2 2 2 6 1 4 10 5 5 2 
5 2 8 3 9 9 6 3 5 7 10 6 5 8 7 7 3 10 5 2 3 3 3 7 8 3 5 6 4 7 5 6 5 7 2 4 3 2 10 2 6 8 8 7 9 3 4 4 6 2 7 6 8 7 8 2 2 7 2 2 3 5 3 2 9 6 8 0 3 6 5 8 1 8 8 6 7 7 10 2 7 9 8 7 1 9 2 0 8 3 2 4 6 1 7 8 7 7 9 5 9 2 8 3 7 5 5 2 0 7 0 6 8 2 5 7 0 6 5 8 2 7 5 5 4 3 8 5 7 7 4 3 5 9 5 5 8 6 3 3 6 5 3 4 5 6 1 1 5 8 5 6 8 3 0 4 5 9 1 4 7 6 1 5 3 6 3 4 7 9 4 7 9 9 6 3 9 9 2 1 2 2 1 6 5 0 7 4 2 6 9 4 2 6 7 3 5 4 3 5 3 1 5 7 5 4 9 8 3 4 0 8 4 1 1 8 1 10 6 6 0 8 4 4 7 3 2 3 3 0 9 0 6 3 5 1 7 2 3 3 7 6 2 9 6 5 1 7 2 9 7 3 6 6 0 5 5 7 2 7 3 3 1 7 6 5 9 7 5 0 4 3 2 3 4 5 3 0 3 6 6 0 8 0 2 4 7 2 0 3 1 3 3 4 0 3 9 5 4 1 
3 4 7 2 6 6 3 0 2 4 7 3 4 5 4 4 1 7 2 3 0 0 1 5 6 2 3 4 2 4 3 3 2 4 3 1 2 1 7 2 4 5 7 4 6 1 2 2 4 1 4 4 4 4 5 2 2 5 1 1 1 2 2 1 6 3 6 2 0 3 4 7 2 4 6 3 4 4 7 2 5 5 5 3 4 6 5 2 5 1 0 1 3 4 5 6 5 5 6 4 7 4 5 2 4 3 4 2 3 4 1 4 5 1 4 6 2 3 2 5 4 4 3 4 1 3 6 2 5 4 1 2 2 6 4 3 6 4 2 2 4 4 1 3 2 5 3 4 2 5 3 5 7 0 2 3 3 6 1 3 4 3 3 2 2 4 2 1 3 6 2 5 6 7 5 5 6 5 1 3 2 1 2 3 3 0 5 2 4 3 8 2 0 4 4 5 4 3 1 2 2 3 2 4 2 3 6 5 0 1 2 5 3 2 4 5 4 7 4 4 1 5 2 3 5 0 2 0 2 3 6 1 3 2 3 1 6 0 1 2 4 3 2 6 4 3 1 4 2 6 5 2 2 4 1 4 2 4 5 5 5 4 4 4 4 2 6 3 2 3 3 3 2 2 3 2 2 2 2 3 3 1 6 1 1 4 4 5 3 2 1 4 3 2 3 0 6 2 2 1 
5 1 8 3 10 10 7 3 6 8 11 6 6 8 8 8 3 10 6 2 3 4 4 7 8 4 6 6 4 8 6 7 6 7 2 5 3 2 11 2 6 9 8 7 9 4 4 5 7 2 8 7 8 7 8 2 2 8 3 2 4 5 3 2 9 7 9 1 3 7 5 8 2 8 7 7 7 7 11 2 8 9 8 7 0 9 1 1 8 4 3 5 7 0 7 8 7 8 9 6 10 2 9 3 8 6 5 2 0 7 1 6 9 2 6 7 1 7 6 8 2 7 6 6 5 3 8 6 8 8 4 3 5 10 5 5 8 7 3 3 6 5 4 4 6 7 1 0 6 9 6 6 8 4 1 4 6 10 2 5 8 7 1 6 3 7 3 4 7 10 5 7 10 9 6 2 9 9 3 0 2 2 2 7 6 1 7 5 2 6 9 4 3 7 7 2 6 4 4 6 3 0 6 8 6 4 10 8 3 4 1 9 4 2 1 9 0 11 7 7 0 8 4 4 7 4 2 4 3 1 10 0 6 3 6 2 7 3 3 3 8 6 2 9 6 5 2 8 2 9 8 3 6 6 0 5 5 8 2 7 2 2 0 7 6 6 9 7 6 0 4 2 2 3 5 5 3 1 3 6 6 0 8 0 3 5 8 1 0 3 2 3 3 5 0 4 10 5 5 1 
4 8 7 3 4 3 0 3 0 2 4 1 4 3 1 2 4 4 1 5 3 2 3 4 7 4 2 4 4 1 2 0 1 4 6 2 4 4 4 5 4 2 7 4 2 3 3 3 4 4 1 2 2 2 4 5 4 2 4 3 3 1 4 4 3 0 4 5 3 2 5 7 5 2 7 0 2 0 4 4 2 2 4 1 7 4 8 6 2 3 1 2 1 7 5 5 5 3 4 5 4 6 2 4 2 3 5 5 6 1 4 3 3 4 5 6 5 0 0 2 7 4 2 5 1 5 6 0 3 1 3 4 2 3 4 4 5 4 4 4 3 5 3 4 0 5 6 7 0 2 2 5 6 2 5 4 2 3 4 3 1 1 6 1 4 3 5 2 0 3 3 5 3 7 6 8 3 2 3 6 4 4 5 0 3 3 4 3 7 3 8 4 2 4 0 8 4 4 3 0 4 6 1 2 2 4 4 2 1 1 6 2 4 5 8 3 7 4 4 3 4 3 3 4 4 3 5 2 4 6 3 4 2 4 3 4 6 2 4 4 2 3 5 4 3 4 4 2 4 3 3 5 1 4 4 4 2 0 8 4 7 7 7 1 4 0 4 0 0 7 4 6 5 4 5 3 4 6 3 3 2 4 7 4 4 5 1 8 6 3 3 7 5 2 6 2 3 1 2 4 
5 10 6 5 1 0 2 6 4 1 2 3 7 2 0 4 6 0 3 8 6 5 5 3 6 7 5 7 5 3 5 2 4 4 8 5 6 7 2 7 8 0 6 4 2 7 5 5 5 7 2 5 3 5 3 7 6 0 6 7 7 5 5 7 0 1 2 9 6 5 8 6 7 1 6 3 2 2 1 6 0 2 2 2 10 2 11 9 1 7 4 5 2 10 5 4 4 2 1 8 1 9 4 6 3 4 5 6 9 2 8 4 1 7 8 5 9 2 4 1 9 4 5 8 2 7 5 3 2 2 5 6 4 0 4 5 4 7 4 6 4 5 7 4 4 8 9 10 3 3 6 5 6 6 8 4 4 2 7 7 0 2 9 3 4 6 7 5 2 0 6 5 0 6 6 11 0 1 6 9 5 7 8 1 6 6 4 7 10 3 7 8 4 4 2 10 7 5 7 4 6 9 3 4 6 4 0 1 4 3 9 1 4 8 10 1 10 2 8 6 7 1 5 5 4 6 7 5 5 9 1 7 3 6 4 7 6 5 6 5 1 6 7 2 4 4 7 4 5 0 2 6 3 7 7 4 6 2 10 2 10 9 9 2 5 3 2 3 3 10 5 8 7 7 8 5 7 9 5 4 3 7 6 7 8 8 2 10 9 5 7 9 6 6 9 6 2 4 6 8 
7 12 8 7 3 1 2 7 4 3 0 4 7 5 1 3 8 2 5 9 7 6 7 5 9 8 6 7 7 3 5 2 5 6 9 6 8 8 0 9 7 0 8 6 1 7 7 7 7 8 3 5 3 4 5 9 8 2 8 7 7 5 7 8 3 2 5 10 7 5 8 8 9 2 8 3 4 3 0 8 2 1 5 3 11 5 12 10 3 8 5 6 4 11 7 6 7 5 3 8 4 11 3 8 3 6 8 8 11 3 8 6 3 9 8 8 10 2 4 2 11 6 5 8 4 9 7 3 5 3 6 8 5 1 6 7 7 7 7 8 6 7 7 7 4 8 10 11 3 2 6 7 8 7 9 6 5 1 8 7 2 4 10 5 7 5 9 6 3 1 6 7 2 8 8 12 2 1 7 11 7 8 9 2 6 8 6 7 11 5 9 8 6 6 3 12 7 7 7 4 8 11 5 3 6 7 3 3 5 4 10 3 7 9 12 4 11 0 7 5 8 4 7 7 7 7 9 6 7 10 1 8 5 8 6 8 8 6 8 7 3 6 9 4 6 7 8 4 7 0 5 8 5 7 8 7 6 3 12 5 11 11 11 3 7 3 5 3 3 11 7 10 9 8 8 7 8 10 7 6 5 8 8 8 8 8 2 12 10 7 8 11 8 6 11 7 1 5 6 8 
