50 
100 
137 1267
110 1106
132 1248
75 940
37 661
125 1217
42 761
70 919
18 459
101 1116
44 722
131 1248
30 586
142 1326
74 929
45 773
11 352
23 553
15 435
33 671
29 668
39 749
100 1056
88 1035
38 669
82 993
107 1098
44 808
31 660
99 1052
115 1191
33 622
36 678
84 1010
136 1247
128 1239
142 1352
81 973
99 1160
58 892
128 1167
97 1010
153 1349
20 537
70 938
27 571
126 1219
138 1264
152 1346
31 648
14 33 10 27 23 26 33 5 13 34 31 15 22 20 17 9 19 24 16 21 26 33 34 6 22 6 27 13 15 12 32 12 14 24 23 21 15 33 26 5 19 22 13 15 8 17 34 22 16 32 24 11 12 5 12 8 32 8 24 14 10 24 26 8 27 12 12 17 13 30 34 15 20 23 13 25 19 7 20 22 24 12 23 28 19 29 23 19 19 10 31 14 31 25 34 15 13 33 21 7 
7 6 2 7 8 4 9 2 8 7 8 0 9 12 3 6 6 10 3 2 5 2 3 7 0 7 9 4 8 9 8 4 8 7 9 8 8 9 7 9 10 9 8 8 3 5 7 3 9 9 9 2 0 6 9 10 3 5 3 0 9 4 7 3 8 8 12 8 9 9 6 2 4 11 9 2 3 1 4 5 6 6 10 9 8 4 8 8 6 4 7 8 3 7 10 6 8 5 5 0 
1 3 0 1 2 3 5 4 6 1 4 4 5 7 4 2 7 5 6 3 0 0 4 8 5 2 3 1 1 3 6 0 2 4 7 3 4 5 1 7 5 8 7 7 6 1 4 2 4 9 6 4 4 5 7 7 3 5 6 6 5 1 2 5 2 5 7 7 5 5 1 5 0 7 5 0 4 4 1 7 2 8 5 4 2 1 6 5 7 3 8 1 0 4 5 7 3 1 7 3 
4 2 2 5 6 0 6 1 4 5 4 1 5 8 0 2 4 6 2 1 4 1 0 4 3 3 5 1 5 6 4 2 5 3 5 4 5 5 5 5 6 6 5 5 2 2 3 2 5 6 5 0 1 2 5 6 0 2 2 4 5 1 3 1 6 4 8 4 5 5 3 1 3 8 5 1 0 1 0 3 3 5 6 5 6 0 4 5 3 0 5 5 2 4 7 3 4 1 3 1 
6 2 7 9 9 2 4 6 1 8 3 6 2 6 5 3 2 5 5 6 8 6 5 2 8 4 7 4 8 7 1 7 7 3 1 4 4 3 8 0 4 0 0 0 3 3 3 7 3 1 2 4 6 0 1 2 6 0 6 8 3 6 5 3 8 2 6 0 3 3 7 5 8 6 3 6 5 7 2 4 4 3 5 3 9 4 0 3 2 5 3 8 7 3 5 2 3 4 3 7 
35 72 22 61 54 56 75 12 34 75 70 30 53 52 37 24 44 58 35 44 57 68 71 19 44 19 63 30 38 33 72 28 36 55 55 50 38 75 59 19 48 53 34 39 20 40 75 47 41 73 57 24 24 16 33 26 67 22 51 28 29 52 59 19 62 32 36 42 35 69 74 33 44 58 35 52 41 15 44 49 54 31 56 65 45 62 54 47 44 24 69 36 65 57 78 36 34 71 47 14 
3 2 0 4 5 1 5 1 5 4 4 1 5 8 1 2 5 6 3 1 3 0 1 6 3 3 5 0 4 5 5 1 4 3 6 3 4 5 4 6 6 6 5 6 4 1 3 1 5 7 6 1 1 3 6 7 0 3 4 4 5 0 3 2 5 4 8 5 5 5 2 2 2 7 5 0 1 2 0 4 2 6 6 5 4 0 5 5 5 0 6 4 1 4 6 5 4 1 4 1 
18 33 14 34 30 26 36 9 13 40 33 19 24 26 20 10 22 28 20 25 32 37 38 9 28 9 32 15 21 17 33 17 19 25 25 23 18 35 32 7 22 24 14 17 11 18 35 27 18 35 26 13 16 4 14 11 35 7 28 21 12 28 29 10 33 13 17 18 15 33 38 19 25 28 15 29 22 12 20 25 26 15 27 31 26 30 24 21 21 13 34 20 36 27 39 17 15 35 24 12 
5 4 0 5 6 2 7 1 6 5 6 0 7 10 1 4 5 8 3 0 3 0 1 6 1 4 6 2 5 7 6 2 6 5 8 5 6 7 5 7 8 8 7 7 4 3 5 1 7 8 7 1 0 4 7 8 1 4 3 2 7 2 5 3 6 6 9 6 7 7 4 2 2 9 7 0 2 0 2 4 4 6 8 7 5 2 6 6 5 2 6 5 1 5 8 5 5 3 5 0 
45 103 28 83 72 82 105 18 46 104 98 48 73 69 54 30 64 79 53 65 78 97 105 26 70 21 86 40 48 41 103 35 46 77 77 67 50 105 81 23 64 74 46 53 30 53 107 67 54 105 79 37 38 20 43 32 98 29 78 47 36 73 81 29 85 42 44 58 45 96 104 49 59 77 45 73 61 24 62 73 75 44 76 90 60 89 76 63 64 32 101 45 92 80 109 52 43 101 69 23 
2 3 3 3 3 5 2 7 6 2 2 7 3 4 6 2 8 2 8 6 3 3 7 9 8 0 0 2 1 0 6 4 0 4 6 1 2 3 2 7 3 7 7 6 8 0 4 5 2 8 4 6 6 5 6 6 5 5 9 9 3 4 0 7 1 4 4 6 4 3 2 8 4 4 3 3 6 7 2 8 1 9 2 2 3 3 6 4 7 5 9 1 3 3 2 8 0 2 8 7 
18 34 15 34 29 29 33 12 15 40 30 22 21 23 23 10 25 25 23 28 33 38 40 12 31 8 30 16 20 15 34 18 18 26 25 21 16 32 31 8 19 25 16 18 14 18 36 28 15 36 24 16 19 7 14 9 38 10 32 23 9 29 28 13 32 13 14 20 13 29 39 22 26 25 12 30 25 14 21 28 25 18 24 28 26 32 26 19 24 15 37 19 37 26 35 20 12 36 27 14 
0 2 1 2 2 3 4 5 6 1 3 5 5 6 4 2 7 4 6 4 1 1 5 8 6 1 2 1 1 2 6 1 1 4 6 2 3 4 0 7 4 7 7 7 7 0 4 3 4 8 5 5 4 4 6 7 3 4 7 7 4 2 0 5 1 5 6 6 5 4 0 6 1 6 4 1 5 5 1 7 1 8 4 4 2 1 6 4 7 3 8 1 1 3 4 7 2 0 7 4 
29 70 21 54 46 57 71 16 33 68 66 36 50 47 39 21 47 53 39 47 53 67 74 21 51 14 57 28 30 27 71 25 30 53 54 45 34 71 52 18 43 53 34 38 24 35 73 48 37 74 54 28 29 16 31 24 68 22 56 35 25 51 53 23 55 30 31 42 32 65 69 37 41 52 31 51 44 20 42 52 50 34 51 61 38 61 53 44 46 24 72 28 62 55 73 38 29 68 50 19 
6 2 5 8 8 0 5 4 2 8 4 3 4 8 3 3 1 6 3 4 7 4 3 1 6 4 7 3 8 7 2 6 7 3 3 4 5 4 7 2 5 3 1 2 1 3 3 5 4 2 4 1 3 0 3 4 4 0 3 6 4 5 5 0 8 3 7 1 4 4 6 3 6 7 4 5 3 4 1 2 4 2 6 4 8 2 2 4 0 4 1 7 5 4 6 0 4 3 1 5 
7 3 7 10 10 2 5 6 2 9 4 6 4 7 5 4 2 7 5 7 9 6 6 1 8 6 8 5 9 8 2 8 8 4 2 5 5 4 9 1 5 1 1 1 3 4 4 7 4 0 3 4 6 1 2 4 6 1 5 8 4 7 6 2 9 3 7 1 4 4 8 5 8 7 4 7 5 7 3 3 5 2 6 5 10 4 2 4 1 6 2 9 7 5 6 2 4 5 3 7 
17 35 10 31 28 27 39 6 18 38 36 16 27 28 18 11 24 30 19 22 28 33 35 12 25 9 32 13 19 17 37 13 18 27 29 25 20 38 30 11 25 29 19 21 12 19 37 22 21 39 30 12 13 8 18 15 32 11 28 18 15 24 29 11 32 17 20 22 18 35 36 17 22 31 18 25 20 9 20 26 26 18 29 33 23 29 28 24 24 10 37 18 32 29 40 20 17 34 25 8 
