50 
100 
41 729
87 1077
142 1312
53 849
120 1250
89 983
14 484
52 803
130 1212
129 1188
121 1170
57 830
8 319
87 978
103 1112
70 873
112 1099
71 882
131 1221
134 1258
50 757
77 896
54 863
21 509
95 1072
14 422
132 1228
64 929
78 963
107 1181
63 896
67 945
133 1263
13 438
58 880
69 951
36 649
60 855
36 671
136 1201
95 1051
56 811
43 748
44 743
70 941
128 1162
58 793
117 1178
78 949
81 957
22 19 16 32 7 21 19 23 30 11 29 12 16 30 18 5 32 6 22 9 20 24 31 27 25 30 9 9 22 14 16 14 8 33 30 6 32 23 33 11 24 12 7 10 17 25 5 13 27 26 26 16 31 23 26 26 6 21 32 28 15 34 32 21 30 11 29 14 16 10 24 9 7 8 21 24 16 23 16 25 31 12 5 21 5 28 28 30 16 11 32 14 7 13 26 34 13 5 32 11 
29 22 22 34 9 23 23 28 35 15 34 14 20 34 21 7 38 13 24 10 22 28 34 29 29 31 12 13 27 17 19 17 14 40 31 11 37 28 35 12 29 16 13 15 21 31 11 14 30 30 26 21 32 24 27 27 7 23 34 35 19 37 39 24 34 14 31 16 18 10 27 12 8 11 27 29 18 27 17 28 36 16 8 22 8 34 34 32 22 14 37 20 9 18 29 39 15 11 35 12 
2 2 2 7 8 5 4 1 2 4 3 4 2 0 5 6 1 5 7 7 5 0 5 5 2 5 2 8 2 2 2 3 1 2 5 3 2 0 4 6 3 0 2 8 1 2 4 7 2 0 5 2 4 7 5 5 6 8 7 2 8 2 1 3 4 6 3 2 5 6 9 2 6 3 5 0 4 0 5 8 2 3 5 5 8 3 2 8 1 0 2 2 6 8 3 8 5 0 1 7 
7 5 7 8 8 7 1 6 2 0 0 6 6 4 1 7 6 1 8 5 2 2 1 7 5 4 5 9 6 6 6 3 3 7 6 0 2 4 3 5 1 4 3 10 5 7 1 6 4 4 5 2 2 5 4 3 5 8 8 7 10 5 5 3 1 9 5 5 8 5 6 3 5 0 0 3 3 3 4 9 2 2 7 3 6 7 3 8 3 3 6 7 7 10 5 10 3 5 4 6 
23 22 18 39 16 27 24 25 33 16 32 16 18 30 23 11 33 11 30 17 26 25 37 33 28 36 12 18 24 16 18 18 10 34 36 9 34 24 38 18 27 13 9 18 18 27 10 21 30 26 32 19 36 31 32 32 13 30 40 29 24 37 32 25 35 18 33 17 22 17 34 12 14 12 27 24 21 23 22 34 34 15 10 27 14 30 31 38 18 12 34 16 13 21 29 43 19 5 33 19 
10 6 9 5 3 4 6 8 8 5 7 6 8 7 4 4 10 9 3 0 3 7 4 5 7 4 7 5 8 6 6 6 9 10 4 7 8 8 5 2 8 7 9 6 7 9 8 2 6 7 4 8 3 0 4 2 3 2 2 11 6 7 10 6 6 6 6 6 5 3 1 7 0 5 7 8 5 8 3 5 7 6 6 2 1 10 9 3 9 6 9 9 5 7 6 6 4 9 7 2 
7 6 7 9 10 8 3 6 3 1 0 7 7 5 2 8 7 0 10 6 3 3 3 9 6 6 6 11 7 7 7 4 3 7 7 0 3 4 4 6 2 5 3 11 6 8 0 7 5 5 7 2 3 6 5 5 6 9 9 7 11 6 5 4 3 10 6 6 9 7 8 4 6 1 1 3 4 3 5 11 2 3 8 4 7 8 2 10 3 3 7 8 9 12 6 12 5 5 5 7 
72 60 53 97 23 62 64 74 98 40 95 39 51 95 61 14 103 28 66 31 66 78 100 80 80 94 31 28 70 43 50 48 32 106 93 26 104 76 104 38 80 41 29 31 55 80 25 43 86 83 81 56 98 74 83 83 23 66 97 92 45 106 104 69 97 33 91 45 47 33 79 33 25 31 72 79 54 75 53 76 101 43 17 68 22 90 92 92 57 38 101 47 22 40 82 103 45 23 100 37 
28 22 21 35 12 23 28 29 39 20 39 17 19 36 27 7 39 18 24 16 29 31 40 28 31 37 15 12 26 14 18 21 17 40 35 16 41 31 40 18 34 17 16 10 21 30 16 20 33 32 32 25 38 30 33 33 13 26 35 36 17 40 41 29 39 11 34 17 17 16 33 16 14 17 32 32 24 30 23 28 40 20 8 28 14 34 38 34 26 17 38 18 10 13 31 36 21 13 37 17 
7 3 6 4 4 3 2 5 4 2 4 3 5 4 1 3 6 5 4 1 1 3 1 4 3 0 3 5 5 4 4 2 5 7 2 3 4 5 1 1 4 3 5 6 4 6 5 1 3 3 1 4 0 1 0 0 0 3 3 7 5 3 6 2 2 5 3 3 4 1 3 3 1 2 4 4 1 4 0 5 3 3 4 0 3 6 5 4 5 3 5 6 3 7 3 6 0 6 3 2 
