50 
100 
112 1132
11 344
51 799
159 1303
142 1275
27 607
159 1405
171 1431
113 1129
109 1147
50 774
97 1048
46 698
156 1377
68 867
78 997
92 1019
109 1118
51 860
123 1283
31 621
19 512
28 583
109 1163
65 846
97 1137
117 1087
68 917
128 1216
65 888
115 1095
125 1217
71 938
104 1140
76 945
105 1112
144 1332
30 619
96 1062
34 641
82 1037
86 1029
153 1282
16 474
24 547
18 498
41 692
54 814
135 1231
59 829
27 30 14 34 23 8 25 25 12 29 24 16 33 8 9 34 33 18 32 29 15 19 24 32 15 33 9 19 27 27 21 30 26 19 29 31 34 16 20 29 11 31 27 24 7 27 19 28 20 24 17 18 15 19 24 29 31 28 32 16 28 7 27 31 22 5 24 13 6 7 9 15 7 15 8 16 33 27 10 29 18 18 23 12 22 11 33 33 32 5 33 23 22 8 22 27 7 20 8 21 
5 4 2 5 1 4 5 8 3 3 4 0 2 5 6 2 6 3 4 1 8 7 1 5 5 4 5 7 1 1 7 8 1 5 3 5 4 8 9 3 0 6 6 4 5 8 8 6 0 5 3 4 3 8 3 3 4 0 6 8 4 9 1 7 1 4 6 5 6 4 7 4 6 0 5 6 5 5 8 5 4 2 8 3 7 5 6 7 5 5 5 6 7 6 9 2 6 7 8 4 
165 181 83 205 142 49 153 154 72 176 145 97 201 50 56 208 202 114 196 175 95 118 144 195 92 201 56 118 162 163 131 186 157 115 178 189 208 100 125 177 69 189 165 148 47 167 120 173 121 147 106 109 94 118 145 175 189 170 197 101 168 47 166 190 134 31 146 82 41 46 59 93 48 91 50 100 202 165 66 176 110 111 142 78 137 69 200 202 194 33 199 141 136 50 138 164 45 124 52 132 
32 32 18 38 30 12 30 28 16 34 28 21 39 12 13 39 34 26 40 34 19 22 28 38 19 36 9 19 31 32 24 32 32 22 35 33 38 19 23 36 18 30 28 32 11 30 21 32 26 26 23 18 21 23 26 31 38 34 35 18 31 9 34 33 28 7 24 17 10 14 11 18 11 20 7 16 36 33 12 33 23 23 27 20 24 16 32 33 34 10 34 27 27 8 25 31 13 24 12 28 
2 5 2 4 5 3 2 6 3 0 4 2 6 4 4 6 8 7 0 1 7 6 3 2 3 7 6 8 2 0 9 10 0 5 7 7 7 6 8 1 4 7 7 0 9 8 10 9 1 7 7 5 7 6 5 5 0 4 9 10 4 8 5 7 1 5 6 8 9 0 9 7 9 2 6 8 8 2 10 2 2 6 6 7 9 2 6 7 5 3 5 3 5 6 8 6 2 5 6 8 
2 1 0 0 5 0 2 3 0 1 0 2 5 1 1 5 4 7 4 2 4 2 1 2 0 5 2 4 1 2 6 6 2 0 5 4 5 3 4 3 5 2 4 4 6 4 6 6 2 4 5 1 6 3 2 2 3 4 6 6 0 4 5 3 3 1 2 5 6 3 5 4 7 2 2 4 5 2 6 0 1 4 3 7 6 2 2 3 1 1 1 1 3 2 5 4 2 2 3 7 
61 64 33 74 54 22 57 55 30 66 54 38 72 22 24 74 68 45 74 65 36 43 53 73 36 70 20 38 60 61 43 60 60 43 64 65 72 37 45 67 30 62 56 58 18 58 38 59 48 51 40 38 36 44 51 61 71 64 67 32 61 18 62 66 52 14 50 30 15 24 18 33 17 36 17 32 69 62 20 64 43 42 51 33 44 29 66 68 68 17 69 52 51 18 49 58 22 46 21 50 
8 5 4 6 4 6 8 8 5 7 6 4 2 7 7 2 3 4 8 5 9 7 3 8 7 1 4 4 4 6 2 3 6 5 2 2 0 8 8 7 5 4 2 8 0 7 4 1 5 2 2 3 1 8 1 1 8 5 1 3 5 7 4 7 5 5 5 0 1 8 2 2 1 4 3 3 1 8 3 7 7 2 8 4 2 8 3 5 5 8 4 7 9 5 8 0 8 8 8 3 
7 5 3 6 1 5 7 8 4 5 5 2 0 7 7 0 4 2 7 3 9 8 2 7 6 2 5 6 2 4 5 6 4 5 0 3 2 8 9 5 2 5 4 7 3 8 7 4 3 3 0 4 0 8 2 2 7 2 4 6 5 8 1 7 3 5 6 2 3 7 5 3 4 2 4 5 3 7 6 6 6 1 9 2 5 7 5 7 6 7 5 7 9 6 9 0 7 8 9 1 
3 3 4 3 9 4 3 0 4 4 3 5 8 2 2 8 5 10 7 5 1 0 5 5 3 6 1 3 4 5 6 5 5 2 8 5 7 0 0 7 8 1 5 6 7 1 5 7 6 5 8 2 8 0 4 4 5 7 7 5 3 1 8 1 6 3 1 7 7 6 5 5 8 5 2 3 6 4 5 2 4 7 0 10 5 3 1 1 0 2 1 2 2 0 1 6 4 1 0 10 
