50 
200 
136 1238
421 2103
247 1609
147 1307
142 1257
107 1130
163 1372
389 2141
421 2127
34 623
220 1619
405 2040
85 1017
257 1720
220 1530
349 1984
155 1394
426 2153
171 1402
171 1335
155 1431
295 1912
228 1629
161 1346
408 2184
392 2139
110 1131
255 1640
308 1781
136 1271
424 2163
77 903
314 1836
354 1953
402 2088
59 787
238 1625
193 1480
306 1955
93 1011
281 1777
381 2189
26 552
378 1999
85 1013
217 1586
83 1003
163 1398
214 1535
265 1746
28 24 11 28 5 22 8 22 19 34 29 6 9 24 31 17 12 23 15 34 34 12 12 23 10 14 17 30 5 25 9 19 20 34 9 33 22 11 13 26 18 17 20 32 24 30 32 28 19 31 25 19 14 23 19 30 23 20 10 34 25 9 14 10 12 5 18 7 29 24 31 12 18 29 6 25 6 9 14 26 18 9 12 23 7 10 8 19 26 27 6 27 18 5 6 6 34 32 32 21 5 26 13 11 25 18 15 27 6 26 32 8 17 23 22 18 15 7 5 15 10 9 32 19 16 22 20 7 21 18 17 5 18 10 17 27 10 32 30 18 34 28 26 28 29 13 33 8 20 14 13 26 24 14 32 28 26 34 23 12 14 11 27 5 22 6 11 32 31 23 34 33 28 34 13 21 26 18 34 10 12 26 7 27 32 6 8 33 9 12 29 23 28 34 8 10 34 17 8 23 
36 25 15 36 11 25 14 31 20 40 30 12 10 30 37 23 21 30 20 36 38 18 18 28 11 20 23 37 12 31 17 25 28 34 16 35 25 11 20 33 23 17 27 38 28 37 41 30 24 36 32 21 19 29 20 36 29 26 12 39 32 14 19 12 17 11 20 9 35 26 36 17 23 29 13 30 9 16 20 28 19 11 17 27 7 16 9 26 28 33 12 32 21 6 11 11 40 34 36 30 14 28 19 13 28 27 17 32 13 32 37 15 26 23 24 20 19 15 14 20 17 17 39 28 26 27 21 10 26 20 22 10 21 16 21 29 16 39 38 19 40 32 33 31 32 21 34 10 24 21 17 28 30 21 38 36 30 37 27 20 20 16 32 10 27 11 16 37 34 28 42 35 33 39 19 22 28 21 40 10 17 26 14 34 37 11 14 34 12 14 39 25 30 35 15 15 40 23 12 32 
5 0 1 4 4 0 2 6 2 4 1 7 2 2 2 2 6 3 2 3 2 4 2 2 2 2 4 5 5 6 5 4 4 3 3 3 0 4 3 3 1 3 4 3 1 3 6 2 2 1 5 5 3 5 3 2 2 2 0 6 5 5 4 1 2 2 1 1 2 1 3 5 6 3 5 6 0 4 4 1 3 1 4 3 4 2 2 4 0 2 4 1 5 4 1 3 2 3 3 6 6 2 2 2 1 7 1 2 4 2 2 4 6 3 1 1 1 4 5 5 2 4 6 6 6 2 2 0 2 0 1 6 0 7 0 2 5 5 5 2 2 0 4 4 1 4 4 0 1 5 1 4 2 3 2 4 0 0 0 4 2 2 6 2 1 6 2 2 0 2 4 1 4 4 5 3 2 1 4 3 6 3 4 4 5 6 3 2 1 3 6 2 3 2 3 1 5 2 2 5 
7 2 0 4 6 2 2 8 3 6 3 9 3 2 2 1 8 4 0 3 0 5 1 0 4 1 6 6 7 8 7 6 4 4 4 5 2 4 3 4 1 3 5 5 3 3 8 2 0 0 7 4 5 8 4 2 1 1 3 8 7 7 6 0 0 1 3 2 1 3 5 7 8 4 7 8 1 5 6 3 5 3 6 6 5 2 3 5 0 3 6 0 7 4 2 5 3 5 5 8 8 3 3 3 0 8 2 0 6 1 0 6 8 4 3 3 0 6 6 7 2 5 8 7 8 0 3 2 0 2 1 8 0 9 1 4 7 7 7 4 3 2 5 6 3 5 4 0 3 7 0 6 2 3 2 5 1 0 2 5 1 0 8 0 0 8 0 4 2 0 5 3 6 7 7 4 4 3 6 4 8 4 4 6 7 8 5 3 3 4 7 4 3 4 3 0 7 2 0 5 
34 26 17 36 8 26 14 29 22 37 30 9 13 31 38 23 19 29 21 39 40 15 19 30 12 21 20 35 8 27 15 22 28 38 15 32 26 15 20 32 23 20 25 35 27 37 39 33 25 37 28 25 16 26 21 36 30 27 11 36 29 10 15 14 18 12 21 10 35 25 34 13 20 29 10 27 10 15 17 26 18 9 14 24 10 17 10 25 30 32 9 33 19 9 11 9 40 31 33 27 12 28 18 13 30 25 19 33 10 33 39 12 23 26 23 19 20 13 12 16 16 16 35 26 23 28 23 9 27 20 22 7 22 12 21 29 12 36 36 17 39 32 31 28 30 19 37 11 23 18 18 27 30 20 38 35 31 38 27 18 21 18 29 12 28 8 17 35 35 29 40 33 31 35 16 23 25 19 38 11 13 29 13 32 33 8 11 36 10 13 37 22 33 36 15 16 37 23 14 30 
34 26 12 31 10 24 9 29 22 40 32 14 13 24 32 17 19 26 15 38 35 17 12 23 14 14 22 35 12 33 15 24 23 39 12 38 24 16 15 29 18 21 24 37 26 32 39 31 20 30 31 25 19 30 24 31 23 20 12 42 31 16 20 11 11 5 21 10 29 27 36 19 26 34 12 33 8 13 20 29 24 12 17 29 13 10 12 23 27 29 11 26 25 10 7 10 36 37 37 28 12 30 15 15 26 25 18 27 11 26 32 14 24 27 25 21 16 12 10 22 11 13 40 25 23 22 23 9 21 20 17 13 18 19 17 31 17 38 36 23 36 30 31 35 32 17 38 9 22 20 14 32 24 16 33 32 27 34 25 15 14 12 35 5 21 14 11 36 33 23 38 37 33 40 20 26 31 21 39 15 20 31 10 32 39 14 12 37 12 17 35 27 32 38 9 10 40 18 9 27 
30 29 18 30 9 28 10 24 27 37 34 14 17 28 34 19 14 25 21 43 41 15 15 29 18 18 21 33 10 33 11 24 22 43 11 39 28 21 14 26 20 25 22 35 27 32 35 36 26 35 29 30 19 30 27 32 27 24 14 43 28 16 20 17 15 10 25 14 31 29 35 20 26 37 9 33 12 11 18 32 26 14 17 30 17 12 16 20 32 30 10 31 27 15 10 9 35 38 38 24 7 33 14 18 31 21 22 32 8 30 35 11 21 32 27 23 21 9 6 22 12 8 39 20 17 26 28 11 25 22 22 14 23 19 20 34 16 35 33 25 35 33 28 36 33 14 43 14 22 17 19 35 28 15 36 27 31 39 28 11 18 17 35 10 25 14 15 34 37 27 33 39 33 40 19 29 32 22 36 18 20 35 6 30 39 14 11 41 13 20 30 29 36 41 10 16 38 19 15 23 
35 29 15 31 13 27 9 30 26 42 35 17 16 26 31 14 19 27 16 41 38 19 10 24 18 13 25 37 14 36 16 27 23 42 14 41 27 19 14 30 20 24 26 39 29 31 40 33 22 31 33 27 21 33 27 31 22 18 15 45 33 19 23 14 9 7 24 13 26 30 38 22 29 37 14 36 11 15 22 32 27 15 20 31 16 9 15 24 30 31 13 28 28 13 10 12 37 40 40 29 13 33 16 18 28 26 21 28 13 24 29 15 26 31 28 24 19 13 11 25 11 13 42 26 23 21 26 12 21 23 20 16 21 21 20 34 20 40 37 26 37 33 32 38 35 18 40 12 24 22 17 36 27 16 35 32 30 37 28 16 12 14 38 6 20 17 10 38 36 24 38 40 36 43 22 29 34 24 41 18 23 34 11 34 42 17 14 40 15 20 35 30 35 41 9 13 42 19 12 27 
6 3 7 8 2 5 7 7 5 3 3 1 6 8 8 8 7 6 8 7 8 3 8 8 4 8 2 5 2 1 6 3 9 6 7 1 6 6 8 6 6 5 6 3 4 8 6 7 8 8 3 8 3 1 4 7 9 8 3 0 4 0 1 6 8 8 5 5 7 2 4 0 0 2 3 0 6 6 3 2 2 2 3 2 5 8 4 6 6 6 3 7 1 6 6 3 6 1 2 5 7 4 6 4 7 6 6 8 4 8 8 3 5 5 3 3 7 6 7 0 7 7 2 7 7 8 6 3 8 3 7 0 6 0 6 4 0 3 5 1 6 5 5 2 2 7 6 5 4 4 7 2 8 7 7 7 6 6 6 7 8 9 0 8 8 0 8 3 6 8 7 2 3 1 2 4 1 3 4 3 0 5 6 5 0 0 3 5 2 3 8 1 7 4 8 8 2 7 8 8 
0 5 7 5 1 6 4 0 7 1 5 5 8 6 5 4 1 3 7 9 8 0 6 7 7 6 1 1 1 5 0 3 5 9 3 4 6 9 4 2 4 8 2 1 2 5 0 8 8 6 1 11 4 4 7 4 6 6 4 6 0 5 4 7 5 7 7 7 4 4 3 5 6 6 0 5 6 2 2 5 6 4 3 5 9 5 7 2 6 4 2 6 7 10 5 1 3 5 4 0 1 6 3 7 7 0 7 7 0 6 6 0 0 8 4 5 7 1 1 5 4 2 4 1 1 6 8 4 6 4 6 6 6 6 4 6 3 0 0 5 3 5 2 6 3 2 9 6 2 0 7 7 6 4 6 2 6 6 6 2 6 8 6 7 6 5 6 1 6 6 2 5 3 4 3 7 5 3 0 7 6 8 2 1 5 5 1 7 3 7 2 5 9 7 5 7 1 4 8 3 
143 122 58 142 28 113 41 114 99 173 147 36 49 122 157 86 64 115 78 175 174 62 62 118 54 72 88 153 29 131 48 98 103 176 46 168 112 61 66 131 90 90 101 162 120 152 164 145 99 157 128 102 73 120 100 151 118 103 51 176 128 50 74 53 62 28 93 38 146 122 157 65 96 149 33 131 32 47 73 132 95 47 63 119 41 52 44 96 133 135 32 137 96 31 31 31 170 163 163 109 29 133 65 59 128 94 79 138 32 132 162 43 89 120 112 92 78 37 28 80 51 47 165 98 84 112 104 36 107 91 87 31 92 57 85 138 55 163 153 94 170 142 132 145 146 66 171 42 99 73 68 136 122 71 162 142 132 172 117 61 72 59 141 28 112 36 57 161 158 117 171 167 143 174 69 110 133 91 172 55 66 135 36 137 165 36 42 169 46 64 149 118 145 174 42 53 173 85 44 117 
3 3 6 6 0 4 5 4 5 0 2 2 5 6 6 5 4 4 7 6 6 1 6 7 4 6 0 2 1 2 3 0 6 6 4 1 4 6 5 4 4 5 3 0 1 6 4 6 7 6 1 8 1 1 4 5 7 6 1 3 1 2 1 5 5 7 4 4 5 1 1 2 2 3 1 2 4 3 1 1 3 1 0 1 6 6 4 4 5 4 1 6 3 7 4 0 4 1 1 3 4 3 4 4 6 4 5 6 1 6 6 1 3 5 2 2 6 3 4 1 5 4 1 5 4 6 5 2 6 2 5 3 4 3 3 3 1 1 3 2 4 4 3 3 1 4 7 4 1 2 6 4 6 5 5 5 5 4 4 4 6 7 2 6 6 2 6 1 4 6 4 1 0 1 1 4 1 1 1 3 2 5 4 2 2 2 0 5 0 3 5 1 6 4 6 6 0 4 6 5 
0 4 6 4 1 5 3 1 6 1 4 5 7 5 4 3 1 2 6 8 7 0 5 6 6 5 1 0 2 5 0 2 4 8 2 4 5 8 3 1 3 7 1 0 1 4 1 7 7 5 1 9 3 4 6 3 5 5 3 6 0 5 4 6 4 6 6 6 3 3 2 5 5 6 1 5 5 1 2 4 6 3 3 4 8 4 6 1 5 3 2 5 6 9 4 0 1 4 3 1 1 5 2 6 6 1 6 6 0 5 5 0 1 7 3 4 6 0 1 5 3 1 4 1 2 5 6 3 5 3 5 6 4 6 3 5 3 1 0 5 2 4 0 6 2 1 8 5 1 1 6 7 5 3 4 1 4 5 5 1 5 7 6 6 4 5 5 0 5 5 1 4 2 4 3 6 4 2 0 6 6 7 1 0 5 5 0 6 2 6 2 4 7 6 4 6 1 3 6 2 
61 50 24 58 14 46 16 49 42 72 60 20 22 49 63 34 29 48 31 72 70 28 25 48 24 29 38 64 16 57 23 42 43 73 20 70 46 27 27 54 35 38 43 67 49 61 70 59 40 62 55 44 32 52 43 60 47 41 22 75 55 24 33 22 24 11 39 17 58 51 65 31 43 63 17 57 13 21 33 55 41 21 28 51 20 21 20 41 54 55 16 54 43 16 12 15 69 68 68 48 15 55 27 26 52 42 33 55 16 53 65 20 40 51 46 38 32 18 14 36 21 21 71 43 37 45 44 15 43 37 34 17 36 28 33 58 26 69 65 40 68 57 55 62 60 29 71 17 41 33 28 58 48 29 64 59 53 68 47 26 29 24 61 11 44 19 23 66 64 46 71 69 60 73 32 47 56 38 72 25 31 57 16 58 70 19 19 70 20 28 63 50 60 72 17 21 73 34 18 49 
4 1 5 6 1 3 5 5 4 2 1 3 4 6 5 5 5 4 6 5 5 2 6 6 2 6 1 3 2 2 4 1 7 5 4 0 3 5 5 4 4 4 3 1 1 6 5 5 6 5 2 6 1 2 3 4 6 6 1 2 3 1 0 4 5 6 3 3 5 0 2 1 2 2 2 2 4 4 2 0 2 0 1 0 4 6 3 4 4 4 2 5 2 5 4 1 4 0 0 4 5 2 4 3 5 5 4 6 2 6 6 2 4 4 0 1 5 4 5 1 5 5 2 6 6 5 4 1 5 1 4 2 3 3 3 2 1 3 4 1 4 3 3 2 0 5 5 3 2 3 5 2 5 5 5 5 4 4 3 5 6 6 2 6 5 2 5 1 3 5 5 0 1 0 2 2 0 0 2 2 2 4 4 3 1 2 1 3 0 2 6 0 5 2 6 5 2 4 5 6 
1 3 5 3 1 4 2 2 6 1 3 6 6 4 3 3 2 1 5 7 6 0 4 5 5 4 1 1 2 5 1 2 3 7 1 4 4 8 2 0 2 7 0 0 1 3 2 6 6 4 2 9 3 4 6 2 4 4 2 6 1 5 4 5 3 5 5 5 3 3 2 5 6 5 1 5 4 0 2 3 6 3 3 4 7 3 5 0 5 2 2 4 6 8 3 0 1 4 3 2 2 5 1 5 5 2 6 5 1 4 4 1 2 7 3 3 5 0 1 5 2 1 4 2 2 4 6 2 4 2 4 6 4 6 2 5 4 2 1 4 1 3 0 6 2 1 8 4 0 1 5 6 4 2 3 1 4 4 4 1 4 6 6 5 4 6 4 0 4 4 1 3 2 4 3 6 4 2 0 6 6 6 0 0 5 5 0 6 1 5 2 4 7 5 3 5 2 2 6 2 
7 0 2 7 6 1 4 8 0 6 1 7 0 4 5 4 9 5 3 0 2 5 4 3 1 4 5 7 7 7 7 5 7 1 6 3 2 1 6 6 4 0 6 5 3 6 8 0 3 3 6 2 4 6 2 4 4 4 2 6 7 5 5 0 3 4 1 1 4 2 5 5 6 2 7 6 2 6 6 1 2 2 5 4 2 5 1 6 0 4 5 3 4 1 4 5 5 3 4 8 8 1 5 1 2 9 0 3 6 4 4 6 8 1 1 1 2 7 8 6 5 7 7 8 9 3 0 2 3 1 3 6 1 7 3 2 6 7 7 2 4 2 6 4 2 6 1 0 3 7 2 3 4 5 4 7 3 1 2 6 4 4 6 4 3 6 3 4 1 3 6 2 5 5 6 2 2 2 6 1 6 1 6 6 5 6 5 0 3 2 9 2 0 1 5 3 6 4 2 7 
